DateTime,CO(GT)_mean
2004-06-06,1.0
2004-06-07,2.15
2004-06-08,2.4583333333333335
2004-06-09,2.466666666666667
2004-06-10,2.58125
2004-06-11,2.220833333333333
2004-06-12,1.3166666666666667
2004-06-13,0.7291666666666666
2004-06-14,1.175
2004-06-15,2.154166666666667
2004-06-16,2.158333333333333
2004-06-17,2.1770833333333335
2004-06-18,2.0458333333333334
2004-06-19,1.2583333333333333
2004-06-20,1.4416666666666667
2004-06-21,1.8083333333333333
2004-06-22,2.1999999999999997
2004-06-23,2.36875
2004-06-24,1.7375
2004-06-25,2.0833333333333335
2004-06-26,1.4520833333333334
2004-06-27,1.3333333333333333
2004-06-28,2.1
2004-06-29,2.3291666666666666
2004-06-30,2.375
2004-07-01,2.1625
2004-07-02,2.0145833333333334
2004-07-03,1.3166666666666667
2004-07-04,1.0166666666666666
2004-07-05,1.9979166666666668
2004-07-06,2.5
2004-07-07,2.4541666666666666
2004-07-08,2.1770833333333335
2004-07-09,1.7874999999999999
2004-07-10,0.9791666666666666
2004-07-11,0.85
2004-07-12,1.7333333333333334
2004-07-13,2.3625000000000003
2004-07-14,2.308333333333333
2004-07-15,2.1125000000000003
2004-07-16,2.2083333333333335
2004-07-17,1.575
2004-07-18,0.7791666666666667
2004-07-19,1.7571969696969696
2004-07-20,2.3181818181818183
2004-07-21,3.018939393939394
2004-07-22,2.4166666666666665
2004-07-23,1.9458333333333335
2004-07-24,1.3
2004-07-25,0.8854166666666666
2004-07-26,0.8458333333333333
2004-07-27,0.8000000000000002
2004-07-28,0.8
2004-08-01,0.9833333333333334
2004-08-02,1.3083333333333333
2004-08-03,0.13993506493506488
2004-08-04,0.1467532467532467
2004-08-06,1.7867965367965368
2004-08-07,1.2416666666666667
2004-08-08,1.075
2004-08-09,1.45
2004-08-10,1.4749999999999999
2004-08-11,1.3
2004-08-12,1.28125
2004-08-13,1.0250000000000001
2004-08-14,0.8624999999999999
2004-08-15,0.7458333333333335
2004-08-16,1.0999999999999999
2004-08-17,1.585
2004-08-18,1.655
2004-08-19,1.1758823529411764
2004-08-20,1.720735294117647
2004-08-21,1.7211764705882355
2004-08-22,1.7211764705882355
2004-08-23,1.5086687306501547
2004-08-24,1.3791666666666667
2004-08-25,1.5166666666666666
2004-08-26,1.3208333333333333
2004-08-27,1.6291666666666667
2004-08-28,1.0628995433789956
2004-08-29,1.2479452054794522
2004-08-30,1.2479452054794522
2004-08-31,2.3820091324200914
2004-09-01,2.2375000000000003
2004-09-02,2.808463541666667
2004-09-03,3.7053385416666664
2004-09-04,1.55625
2004-09-09,2.2375000000000003
2004-09-10,1.95
2004-09-11,1.7325431034482761
2004-09-14,1.0210416666666668
2004-09-15,2.3385416666666665
2004-09-16,2.1083333333333334
2004-09-17,1.5333333333333332
2004-09-18,1.3354166666666665
2004-09-19,1.9666666666666668
2004-09-20,2.7708333333333335
2004-09-21,2.983333333333333
2004-09-22,2.7583333333333333
2004-09-23,2.404166666666667
2004-09-24,2.3874999999999997
2004-09-25,1.2416666666666667
2004-09-26,1.5270833333333333
2004-09-27,2.15
2004-09-28,2.8333333333333335
2004-09-29,2.6750000000000003
2004-09-30,2.3000000000000003
2004-10-01,3.408479020979021
2004-10-02,5.486713286713286
2004-10-03,5.486713286713286
2004-10-09,2.525
2004-10-10,1.5875000000000001
2004-10-14,1.3206896551724137
2004-10-15,1.3206896551724137
2004-10-22,3.0208333333333335
2004-10-27,2.314583333333333
2004-10-28,2.59375
2004-10-29,2.4812499999999997
2004-10-30,2.8125
2004-10-31,2.1145833333333335
2004-11-01,2.752083333333333
2004-11-02,4.177083333333333
2004-11-03,2.475
2004-11-04,3.8541666666666665
2004-11-05,3.091666666666667
2004-11-06,2.3291666666666666
2004-11-07,1.3187499999999999
2004-11-08,2.439583333333333
2004-11-09,3.6750000000000003
2004-11-10,1.7791666666666668
