DateTime,CO(GT),PT08.S1(CO),T,RH,AH,Residual_Anomaly,IsolationForest_Anomaly,LOF_Anomaly,Hour,DayOfWeek,Month,IsWeekend,Season,Enhanced_Consensus_Anomaly,Pollution_Spike
2004-03-13 11:00:00,1.331578124582404,1.986856543237004,-0.6553470492591041,-0.3404815671267681,-1.0534270027046362,False,False,False,11,5,3,True,2,False,False
2004-03-13 12:00:00,0.9919860275168364,1.577494464900825,-0.3061720083786262,-0.8274801045959574,-1.1507578512887613,False,False,False,12,5,3,True,2,False,False
2004-03-13 13:00:00,0.4486386722119277,1.0241808864903847,-0.1814666366355983,-0.9724201455094064,-1.188503886750749,False,False,False,13,5,3,True,2,False,False
2004-03-13 14:00:00,-0.0947086830929805,0.4798642768345859,-0.3560541570758372,-0.7695040882305778,-1.1407821133452358,False,False,False,14,5,3,True,2,False,False
2004-03-13 15:00:00,-0.0947086830929805,0.6283142612861674,-0.3061720083786262,-0.8390753078690332,-1.1636993491614425,False,False,False,15,5,3,True,2,False,False
2004-03-13 16:00:00,0.2448834139725871,0.9252142301893304,-0.4059363057730482,-0.7521112833209637,-1.1717877853318683,False,False,False,16,5,3,True,2,False,False
2004-03-13 17:00:00,0.1090465751463599,1.0151839177357431,-0.5181711403417736,-0.5955760391344389,-1.1434782587353778,False,False,False,17,5,3,True,2,False,False
2004-03-13 18:00:00,0.7203123498643822,1.6764611212018792,-0.59299436338759,-0.4100527867652238,-1.0534270027046362,False,False,False,18,5,3,True,2,False,False
2004-03-13 19:00:00,1.3994965439955176,2.288254996517488,-0.6304059749104984,-0.3288863638536923,-1.0216124871009609,False,False,False,19,5,3,True,2,False,False
2004-03-13 20:00:00,1.3994965439955176,2.297251965272129,-0.6428765120848015,-0.2303271360325468,-0.9631061321348802,False,False,False,20,5,3,True,2,False,False
2004-03-13 21:00:00,1.3994965439955176,2.342236809045336,-0.6927586607820124,-0.073791891846022,-0.8808736977355499,False,False,False,21,5,3,True,2,False,False
2004-03-13 22:00:00,0.6523939304512686,1.5460050742595803,-0.780052421002132,0.0305649376116616,-0.88923174844499,False,False,False,22,5,3,True,2,False,False
2004-03-13 23:00:00,0.3128018333857008,1.4290444804492437,-0.7675818838278293,0.0711481490674271,-0.8533730147561018,False,False,False,23,5,3,True,2,False,False
2004-03-14 00:00:00,0.5165570916250414,1.950868668218439,-0.8673461812222515,0.3204450194385598,-0.7711405803567718,False,False,False,0,6,3,True,2,False,False
2004-03-14 01:00:00,0.4486386722119277,1.7259444493524063,-0.780052421002132,0.1986953850712625,-0.7608952278742322,False,False,False,1,6,3,True,2,False,False
2004-03-14 02:00:00,0.2448834139725871,1.19962177720589,-1.0419337016624906,0.6277179061750718,-0.7606256133352182,False,False,False,2,6,3,True,2,False,False
2004-03-14 03:00:00,0.1769649945594735,1.0961566365275153,-1.1541685362312155,0.8886099798192802,-0.7236884214902733,False,False,False,3,6,3,True,2,False,False
2004-03-14 04:00:00,-0.2305455219192078,0.1334809797808956,-1.0918158503597015,0.7552651421789073,-0.7428310537602812,False,False,False,4,6,3,True,2,False,False
2004-03-14 05:00:00,-0.638056038397889,-0.1724159578769086,-1.1666390734055183,0.8712171749096665,-0.7617040714912751,False,False,False,5,6,3,True,2,False,False
2004-03-14 06:00:00,-0.7738928772241161,-0.1094371765944195,-1.1541685362312155,0.8190387601808249,-0.7778809438321266,False,False,False,6,6,3,True,2,False,False
2004-03-14 07:00:00,-0.8418112966372298,-0.3253644267058108,-1.303814982322849,1.1321092485538746,-0.7625129151083176,False,False,False,7,6,3,True,2,False,False
2004-03-14 08:00:00,-0.502219199571662,0.2459430892139119,-1.1541685362312155,0.8480267683635148,-0.7625129151083176,False,False,False,8,6,3,True,2,False,False
2004-03-14 09:00:00,-0.3663823607454347,0.6058218393995641,-1.0544042388367934,0.6914915241769896,-0.7363603048239403,False,False,False,9,6,3,True,2,False,False
2004-03-14 10:00:00,0.0411281557332466,1.042174823999667,-0.7925229581764348,0.29145701125587,-0.7091292363835064,False,False,False,10,6,3,True,2,False,False
2004-03-14 11:00:00,0.4486386722119277,1.550503558636901,-0.493230065993168,-0.1143751033017875,-0.6926827495036405,False,False,False,11,6,3,True,2,False,False
2004-03-14 12:00:00,0.4486386722119277,1.420047511694602,-0.1939371738099008,-0.566588030951749,-0.7776113292931125,False,False,False,12,6,3,True,2,False,False
2004-03-14 13:00:00,-0.0947086830929805,0.8127521207563141,0.0430030325018519,-0.9666225438728684,-0.956096154120511,False,False,False,13,6,3,True,2,False,False
2004-03-14 14:00:00,-0.2305455219192076,0.4798642768345859,0.0679441068504574,-1.036193763511324,-1.0089406037672934,False,False,False,14,6,3,True,2,False,False
2004-03-14 15:00:00,-0.1626271025060942,0.7092869800779391,0.1302967927219714,-1.1057649831497796,-1.0334755268175857,False,False,False,15,6,3,True,2,False,False
2004-03-14 16:00:00,0.584475511038155,1.6089838555420697,0.1677084042448798,-1.1405505929690074,-1.0359020576687132,False,False,False,16,6,3,True,2,False,False
2004-03-14 17:00:00,0.5165570916250414,1.5190141679956564,0.0554735696761549,-1.0014081536920962,-0.987371440646158,False,False,False,17,6,3,True,2,False,False
2004-03-14 18:00:00,0.2448834139725871,1.6989535430884826,-0.1440550251126898,-0.6593496571363562,-0.8226369573084835,False,False,False,18,6,3,True,2,False,False
2004-03-14 19:00:00,1.6711702216479716,3.1834533876042976,-0.3061720083786262,-0.3694695753094579,-0.7080507782274498,False,False,True,19,6,3,True,2,False,False
2004-03-14 20:00:00,2.554109674018448,3.5883169815631564,-0.4059363057730482,-0.1143751033017875,-0.5791750285786635,False,True,True,20,6,3,True,2,True,True
2004-03-14 21:00:00,0.8561491886906091,2.067829262028776,-0.5181711403417736,0.0885409539770412,-0.5495174292871018,False,False,False,21,6,3,True,2,False,False
2004-03-14 22:00:00,-0.0267902636798669,1.0061869489811022,-0.5680532890389846,0.1697073768885726,-0.5438555239678037,False,False,False,22,6,3,True,2,False,False
2004-03-14 23:00:00,0.0411281557332466,1.1186490584141184,-0.7675818838278293,0.4537898570789329,-0.5511351165211871,False,False,False,23,6,3,True,2,False,False
2004-03-15 00:00:00,-0.2305455219192076,0.6238157769088467,-0.7551113466535263,0.3842186374404776,-0.5915772973733167,False,False,False,0,0,3,False,2,False,False
2004-03-15 01:00:00,-0.2305455219192076,0.6238157769088467,-0.8548756440479487,0.5175634750808505,-0.6104503151043105,False,False,False,1,0,3,False,2,False,False
2004-03-15 02:00:00,-0.2305455219192076,0.556338511249037,-0.9296988670937656,0.7668603454519829,-0.5384632331875198,False,False,False,2,0,3,False,2,False,False
2004-03-15 03:00:00,-0.7059744578110025,-0.1004402078397782,-1.0294631644881878,0.8944075814558183,-0.5737827377983795,False,False,False,3,0,3,False,2,False,False
2004-03-15 04:00:00,-0.7399336675175593,-0.1004402078397782,-1.066874776011096,1.00456201255004,-0.5411593785776617,False,False,False,4,0,3,False,2,False,False
2004-03-15 05:00:00,-0.7738928772241161,-0.1139356609717401,-1.1167569247083071,1.1205140452807991,-0.5346886296413211,False,False,False,5,0,3,False,2,False,False
2004-03-15 06:00:00,-0.502219199571662,0.2549400579685533,-1.179109610579821,1.300239696013476,-0.5077271757399014,False,False,False,6,0,3,False,2,False,False
2004-03-15 07:00:00,0.0411281557332466,0.9612021052078956,-1.191580147754124,1.2828468911038622,-0.5276786516269518,False,False,False,7,0,3,False,2,False,False
2004-03-15 08:00:00,2.2824359963659937,3.1339700594537705,-1.0544042388367934,0.91759798800197,-0.5899596101392314,False,True,False,8,0,3,False,2,False,True
2004-03-15 09:00:00,4.048314901106946,3.871721497334357,-0.7551113466535263,0.3610282308943254,-0.6153033768065661,False,True,False,9,0,3,False,2,False,True
2004-03-15 10:00:00,2.4861912546053344,3.0170094656434334,-0.4308773801216541,-0.1433631114844773,-0.6376813835447444,False,True,False,10,0,3,False,2,False,True
2004-03-15 11:00:00,1.3994965439955176,2.0858231995380585,-0.1315844879383869,-0.554992827678673,-0.6894473750354702,False,False,False,11,0,3,False,2,False,False
2004-03-15 12:00:00,0.6523939304512686,1.4830262929770912,0.1427673298962743,-0.8100872996863433,-0.661677077517008,False,False,False,12,0,3,False,2,False,False
2004-03-15 13:00:00,0.5165570916250414,1.424545996071923,0.3048843131622107,-0.9202417307805646,-0.6099110860262822,False,False,False,13,0,3,False,2,False,False
2004-03-15 14:00:00,0.5165570916250414,1.3480717616574718,0.3797075362080271,-1.0477889667844,-0.7013104147520948,False,False,False,14,0,3,False,2,False,False
2004-03-15 15:00:00,0.2448834139725871,0.9746975583398576,0.4420602220795411,-1.1115625847863178,-0.7069723200713929,False,False,False,15,0,3,False,2,False,False
2004-03-15 16:00:00,0.1090465751463599,0.9791960427171782,0.4420602220795411,-1.082574576603628,-0.6767754917018028,False,False,False,16,0,3,False,2,False,False
2004-03-15 17:00:00,0.4486386722119277,1.550503558636901,0.3672369990337246,-0.9724201455094064,-0.5988568899267,False,False,False,17,0,3,False,2,False,False
2004-03-15 18:00:00,2.6899465128446747,3.6737881847322487,0.2051200157677883,-0.73471847841135,-0.4883149289308792,False,True,True,18,0,3,False,2,True,True
2004-03-15 19:00:00,3.9803964816938326,4.227101763142689,-0.0567612648925704,-0.3230887622171543,-0.3429926924022272,False,True,True,19,0,3,False,2,True,True
2004-03-15 20:00:00,2.961620190497129,3.5748215284311944,-0.3186425455529287,0.2624690030731802,-0.1113938033890318,False,True,False,20,0,3,False,2,False,True
2004-03-15 21:00:00,1.3994965439955176,2.2252762152349987,-0.5181711403417736,0.5407538816270023,-0.1542625150922892,False,False,False,21,0,3,False,2,False,False
2004-03-15 22:00:00,0.7203123498643822,1.5235126523729772,-0.6428765120848015,0.7030867274500656,-0.1898516342421634,False,False,False,22,0,3,False,2,False,False
2004-03-15 23:00:00,-0.502219199571662,0.1874627923087435,-0.6927586607820124,0.772657947088521,-0.2098031101292136,False,False,False,23,0,3,False,2,False,False
2004-03-16 00:00:00,-0.0267902636798669,0.9162172614346892,-0.842405106873646,1.0219548174596538,-0.2329899604844344,False,False,False,0,1,3,False,2,False,False
2004-03-16 01:00:00,-0.638056038397889,-0.1184341453490608,-0.7551113466535263,0.7262771339962174,-0.326276590983347,False,False,False,1,1,3,False,2,False,False
2004-03-16 02:00:00,-0.9097297160503433,-0.59527348934505,-0.7551113466535263,0.645110711084686,-0.3988029019781658,False,False,False,2,1,3,False,2,False,False
2004-03-16 03:00:00,-0.9776481354634567,-0.7707143800605554,-0.90475779274516,0.8132411585442869,-0.4643192349586156,False,False,False,3,1,3,False,2,False,False
2004-03-16 04:00:00,-1.0116073451700136,-0.7167325675327075,-1.066874776011096,1.0509428256423436,-0.5144675392152565,False,False,False,4,1,3,False,2,False,False
2004-03-16 05:00:00,-1.0455665548765702,-0.7347265050419901,-1.0045220901395822,0.8770147765462046,-0.5594931672306271,False,False,False,5,1,3,False,2,False,False
2004-03-16 06:00:00,-0.8418112966372298,-0.374847754856338,-1.204050684928427,1.1842876632827166,-0.613955304111495,False,False,False,6,1,3,False,2,False,False
2004-03-16 07:00:00,-0.5701376189847754,0.3179188392510424,-1.2289917592770323,1.0683356305519571,-0.715330370780833,False,False,False,7,1,3,False,2,False,False
2004-03-16 08:00:00,0.8561491886906091,1.9823580588596836,-1.141697999056913,0.9060027847288944,-0.7115557672346343,False,False,False,8,1,3,False,2,False,False
2004-03-16 09:00:00,1.05990444692995,1.9733610901050425,-0.90475779274516,0.4769802636250846,-0.7050850182982937,False,False,False,9,1,3,False,2,False,False
2004-03-16 10:00:00,2.1465991575397667,2.85506402805989,-0.3809952314244427,-0.2998983556710025,-0.7242276505683016,False,True,False,10,1,3,False,2,False,True
2004-03-16 11:00:00,1.331578124582404,2.1173125901793033,0.0679441068504574,-0.8564681127786473,-0.7929793580169218,False,False,False,11,1,3,False,2,False,False
2004-03-16 12:00:00,0.7882307692774955,1.5819929492781457,0.4420602220795411,-1.1985266093343871,-0.8431276622735623,False,False,False,12,1,3,False,2,False,False
2004-03-16 13:00:00,1.2636597051692904,2.1533004651978684,0.5542950566482665,-1.2738954306093806,-0.8342303824860938,False,False,False,13,1,3,False,2,False,False
2004-03-16 14:00:00,1.1278228663430632,1.6449717305606346,0.6166477425197804,-1.4420258780689816,-1.0162201963206767,False,False,False,14,1,3,False,2,False,False
2004-03-16 15:00:00,0.4486386722119277,0.8082536363789935,0.7662941886114139,-1.6159539271651209,-1.1496793931327045,False,False,False,15,1,3,False,2,False,False
2004-03-16 16:00:00,0.5165570916250414,1.3795611522987163,0.9159406347030472,-1.7087155533497278,-1.1712485562538402,False,False,False,16,1,3,False,2,False,False
2004-03-16 17:00:00,0.5165570916250414,1.2985884335069444,0.8909995603544417,-1.679727545167038,-1.1486009349766475,False,False,False,17,1,3,False,2,False,False
2004-03-16 18:00:00,0.8561491886906091,1.5595005273915423,0.3797075362080271,-1.2970858371555325,-1.0350932140516709,False,False,False,18,1,3,False,2,False,False
2004-03-16 19:00:00,1.1957412857561769,2.02734290263289,0.0554735696761549,-0.7695040882305778,-0.7085900073054782,False,False,False,19,1,3,False,2,False,False
2004-03-16 20:00:00,0.7203123498643822,1.6809596055792,-0.0567612648925704,-0.6593496571363562,-0.7155999853198474,False,False,False,20,1,3,False,2,False,False
2004-03-16 21:00:00,2.0107623187135393,3.1474655125857325,-0.2313487853328093,-0.3926599818556101,-0.6339067799985457,False,False,True,21,1,3,False,2,False,True
2004-03-16 22:00:00,0.3128018333857008,1.253603589733738,-0.3685246942501402,-0.1259703065748636,-0.5435859094287895,False,False,False,22,1,3,False,2,False,False
2004-03-16 23:00:00,-0.2984639413323213,0.4528733705706619,-0.5181711403417736,0.0479577425212753,-0.5748611959544365,False,False,False,23,1,3,False,2,False,False
2004-03-17 00:00:00,-0.2984639413323213,0.4708673080799446,-0.6678175864334069,0.2798618079827939,-0.5627285416987975,False,False,False,0,2,3,False,2,False,False
2004-03-17 01:00:00,-0.638056038397889,-0.1274311141037021,-0.6678175864334069,0.2218857916174142,-0.6198868239698072,False,False,False,1,2,3,False,2,False,False
2004-03-17 02:00:00,-0.8418112966372298,-0.4603189580254304,-0.842405106873646,0.4363970521693192,-0.6600593902829227,False,False,False,2,2,3,False,2,False,False
2004-03-17 03:00:00,-0.9776481354634567,-0.7527204425512728,-0.967110478616674,0.5697418898096922,-0.7258453378023867,False,False,False,3,2,3,False,2,False,False
2004-03-17 04:00:00,-1.0455665548765702,-0.9776446614173052,-1.0169926273138852,0.5697418898096922,-0.7848909218464959,False,False,False,4,2,3,False,2,False,False
2004-03-17 05:00:00,-1.113484974289684,-1.0406234426997945,-1.12922746188261,0.5755394914462303,-0.8983986427714729,False,False,False,5,2,3,False,2,False,False
2004-03-17 06:00:00,-1.113484974289684,-0.9416567863987402,-1.1167569247083071,0.5407538816270023,-0.9113401406441544,False,False,False,6,2,3,False,2,False,False
2004-03-17 07:00:00,-0.3663823607454347,0.3269158080056837,-1.366167668194363,0.992966809276964,-0.9172716605024668,False,False,False,7,2,3,False,2,False,False
2004-03-17 08:00:00,1.331578124582404,2.1892883402164336,-1.2165212221027295,0.7030867274500656,-0.9167324314244384,False,False,False,8,2,3,False,2,False,False
2004-03-17 09:00:00,3.029538609910243,3.381386700206406,-0.842405106873646,0.111731360523193,-0.9000163300055579,False,True,False,9,2,3,False,2,False,True
2004-03-17 10:00:00,1.467414963408631,1.8968868556905911,-0.3934657685987456,-0.4622312014940654,-0.8924671229131605,False,False,False,10,2,3,False,2,False,False
2004-03-17 11:00:00,0.5165570916250414,1.5190141679956564,0.0305324953275494,-0.8506705111421092,-0.8339607679470797,False,False,False,11,2,3,False,2,False,False
2004-03-17 12:00:00,0.2448834139725871,1.3165823710162272,0.4295896849052386,-1.1463481946055454,-0.7784201729101553,False,False,False,12,2,3,False,2,False,False
2004-03-17 13:00:00,0.4486386722119277,1.5819929492781457,0.5917066681711749,-1.3028834387920702,-0.8369265278762359,False,False,False,13,2,3,False,2,False,False
2004-03-17 14:00:00,0.3128018333857008,1.2985884335069444,0.629118279694083,-1.2854906338824563,-0.769792507661701,False,False,False,14,2,3,False,2,False,False
2004-03-17 15:00:00,-0.0947086830929805,0.4798642768345859,0.7413531142628084,-1.70291795171319,-1.3098304293071372,False,False,False,15,2,3,False,2,False,False
2004-03-17 16:00:00,0.5165570916250414,1.190624808451249,1.053116543620378,-1.8710483991727904,-1.3613268062588488,False,False,False,16,2,3,False,2,False,False
2004-03-17 17:00:00,0.2448834139725871,0.659803651927412,0.9533522462259556,-1.9232268139016329,-1.5233651442063814,False,False,False,17,2,3,False,2,False,False
2004-03-17 18:00:00,1.942843899300426,2.054333808896814,0.629118279694083,-1.8594531958997151,-1.650353592082068,False,True,True,18,2,3,False,2,True,False
2004-03-17 19:00:00,3.708722804041378,3.925703309862205,0.2799432388136052,-1.2507050240632287,-1.0663685005773176,False,True,True,19,2,3,False,2,True,True
2004-03-17 20:00:00,3.0974570293233565,3.9347002786168463,-0.0442907277182674,-0.5723856325882867,-0.5999353480827567,False,True,True,20,2,3,False,2,True,True
2004-03-17 21:00:00,2.418272835192221,3.1249730906991293,-0.2188782481585063,-0.3172911605806163,-0.5565274073014711,False,True,False,21,2,3,False,2,False,True
2004-03-17 22:00:00,0.4486386722119277,1.5460050742595803,-0.4558184544702596,-0.2303271360325468,-0.75496370801592,False,False,False,22,2,3,False,2,False,False
2004-03-17 23:00:00,0.3128018333857008,1.7439383868616891,-0.605464900561893,0.1639097752520346,-0.5802534867347204,False,False,False,23,2,3,False,2,False,False
2004-03-18 00:00:00,0.1090465751463599,1.2176157147151727,-0.7551113466535263,0.3378378243481736,-0.6293233328353043,False,False,False,0,3,3,False,2,False,False
2004-03-18 01:00:00,-0.502219199571662,0.2729339954778358,-0.8174640325250403,0.424801848896243,-0.642534445247,False,False,False,1,3,3,False,2,False,False
2004-03-18 02:00:00,-0.7738928772241161,-0.1634189891222673,-0.7551113466535263,0.2334809948904904,-0.7204530470221027,False,False,False,2,3,3,False,2,False,False
2004-03-18 03:00:00,-0.9776481354634567,-0.5862765205904086,-0.8673461812222515,0.3378378243481736,-0.7703317367397293,False,False,False,3,3,3,False,2,False,False
2004-03-18 04:00:00,-1.0116073451700136,-0.6582522706275391,-1.1541685362312155,0.8016459552712107,-0.786238994541567,False,False,False,4,3,3,False,2,False,False
2004-03-18 05:00:00,-1.0455665548765702,-0.7617174113059141,-1.1042863875340043,0.6277179061750718,-0.842588433195534,False,False,False,5,3,3,False,2,False,False
2004-03-18 06:00:00,-0.9776481354634567,-0.7302280206646695,-1.241462296451335,0.8132411585442869,-0.8749421778772376,False,False,False,6,3,3,False,2,False,False
2004-03-18 07:00:00,-0.4343007801585483,0.2954264173644391,-1.2788739079742435,0.8828123781827423,-0.8873444466718908,False,False,False,7,3,3,False,2,False,False
2004-03-18 08:00:00,1.7390886410610855,2.44120346534639,-1.1666390734055183,0.6914915241769896,-0.8738637197211809,False,False,False,8,3,3,False,2,False,False
2004-03-18 09:00:00,3.029538609910243,3.7502624191467,-0.8174640325250403,0.1465169703424209,-0.8552603165292013,False,True,False,9,3,3,False,2,False,True
2004-03-18 10:00:00,1.6032518022348583,2.324242871536053,-0.3809952314244427,-0.4390407949479136,-0.8487895675928607,False,False,False,10,3,3,False,2,False,False
2004-03-18 11:00:00,0.4486386722119277,1.6764611212018792,-0.006879116195359,-0.7926944947767296,-0.8069993140456599,False,False,False,11,3,3,False,2,False,False
2004-03-18 12:00:00,0.0411281557332466,1.253603589733738,0.3672369990337246,-1.1521457962420834,-0.8463630367417329,False,False,False,12,3,3,False,2,False,False
2004-03-18 13:00:00,0.0411281557332466,1.2805944959976618,0.4171191477309356,-1.1231577880593937,-0.7665571331935304,False,False,False,13,3,3,False,2,False,False
2004-03-18 14:00:00,0.1090465751463599,1.253603589733738,0.5418245194739635,-1.3434666502478363,-0.9515127069572696,False,False,False,14,3,3,False,2,False,False
2004-03-18 15:00:00,0.0411281557332466,0.9971899802264608,0.7662941886114139,-1.7550963664420316,-1.3704937005853317,False,False,False,15,3,3,False,2,False,False
2004-03-18 16:00:00,0.4486386722119277,1.7799262618802545,0.7787647257857168,-1.4478234797055194,-0.8568780037632866,False,False,False,16,3,3,False,2,False,False
2004-03-18 17:00:00,0.3807202527988144,1.3885581210533575,0.6166477425197804,-1.4014426666132158,-0.950703863340227,False,False,False,17,3,3,False,2,False,False
2004-03-18 18:00:00,1.05990444692995,1.8564004962947056,0.2674727016393022,-1.2333122191536148,-1.054775075399707,False,False,False,18,3,3,False,2,False,False
2004-03-18 19:00:00,2.0107623187135393,2.5491670904020856,-0.0193496533696619,-0.9840153487824824,-1.034014755895614,False,True,False,19,3,3,False,2,False,True
2004-03-18 20:00:00,2.0107623187135393,2.5491670904020856,-0.2812309340300203,-0.6883376653190459,-0.992763731426442,False,False,False,20,3,3,False,2,False,True
2004-03-18 21:00:00,0.7203123498643822,1.4830262929770912,-0.605464900561893,0.0189697343385855,-0.6983446548229386,False,False,False,21,3,3,False,2,False,False
