DateTime,CO(GT),PT08.S1(CO),T,RH,AH,Residual_Anomaly,IsolationForest_Anomaly,LOF_Anomaly,Hour,DayOfWeek,Month,IsWeekend,Season,Consensus_Anomaly,Pollution_Spike
2004-03-13 16:00:00,2.5,1306.0,17.6,35.1,0.7012,False,False,False,16,5,3,True,2,False,False
2004-03-13 17:00:00,2.3,1326.0,16.7,37.8,0.7117,False,False,False,17,5,3,True,2,False,False
2004-03-13 18:00:00,3.2,1473.0,16.1,41.0,0.7451,False,False,False,18,5,3,True,2,False,False
2004-03-13 19:00:00,4.2,1609.0,15.8,42.4,0.7569,False,False,False,19,5,3,True,2,False,False
2004-03-13 20:00:00,4.2,1611.0,15.7,44.1,0.7786,False,False,False,20,5,3,True,2,False,False
2004-03-13 21:00:00,4.2,1621.0,15.3,46.8,0.8091,False,False,False,21,5,3,True,2,False,False
2004-03-13 22:00:00,3.1,1444.0,14.6,48.6,0.806,False,False,False,22,5,3,True,2,False,False
2004-03-13 23:00:00,2.6,1418.0,14.7,49.3,0.8193,False,False,False,23,5,3,True,2,False,False
2004-03-14 00:00:00,2.9,1534.0,13.9,53.6,0.8498,False,False,False,0,6,3,True,2,False,False
2004-03-14 01:00:00,2.8,1484.0,14.6,51.5,0.8536,False,False,False,1,6,3,True,2,False,False
2004-03-14 02:00:00,2.5,1367.0,12.5,58.9,0.8537,False,False,False,2,6,3,True,2,False,False
2004-03-14 03:00:00,2.4,1344.0,11.6,63.4,0.8674,False,False,False,3,6,3,True,2,False,False
2004-03-14 04:00:00,1.7999999999999998,1130.0,12.1,61.1,0.8603,False,False,False,4,6,3,True,2,False,False
2004-03-14 05:00:00,1.2,1062.0,11.5,63.1,0.8533,False,False,False,5,6,3,True,2,False,False
2004-03-14 06:00:00,1.0,1076.0,11.6,62.2,0.8473,False,False,False,6,6,3,True,2,False,False
2004-03-14 07:00:00,0.9,1028.0,10.4,67.6,0.853,False,False,False,7,6,3,True,2,False,False
2004-03-14 08:00:00,1.4,1155.0,11.6,62.7,0.853,False,False,False,8,6,3,True,2,False,False
2004-03-14 09:00:00,1.6,1235.0,12.4,60.0,0.8627,False,False,False,9,6,3,True,2,False,False
2004-03-14 10:00:00,2.2,1332.0,14.5,53.1,0.8728,False,False,False,10,6,3,True,2,False,False
2004-03-14 11:00:00,2.8,1445.0,16.9,46.1,0.8789,False,False,False,11,6,3,True,2,False,False
2004-03-14 12:00:00,2.8,1416.0,19.3,38.3,0.8474,False,False,False,12,6,3,True,2,False,False
2004-03-14 13:00:00,2.0,1281.0,21.2,31.4,0.7812,False,False,False,13,6,3,True,2,False,False
2004-03-14 14:00:00,1.8,1207.0,21.4,30.2,0.7616,False,False,False,14,6,3,True,2,False,False
2004-03-14 15:00:00,1.9,1258.0,21.9,29.0,0.7525,False,False,False,15,6,3,True,2,False,False
2004-03-14 16:00:00,3.0,1458.0,22.2,28.4,0.7516,False,False,False,16,6,3,True,2,False,False
2004-03-14 17:00:00,2.9,1438.0,21.3,30.8,0.7696,False,False,False,17,6,3,True,2,False,False
2004-03-14 18:00:00,2.5,1478.0,19.7,36.7,0.8307,False,False,False,18,6,3,True,2,False,False
2004-03-14 19:00:00,4.6,1808.0,18.4,41.7,0.8732,False,True,True,19,6,3,True,2,True,False
2004-03-14 20:00:00,5.9,1898.0,17.6,46.1,0.921,False,True,False,20,6,3,True,2,True,True
2004-03-14 21:00:00,3.4,1560.0,16.7,49.6,0.932,False,False,False,21,6,3,True,2,False,False
2004-03-14 22:00:00,2.1,1324.0,16.3,51.0,0.9341,False,False,False,22,6,3,True,2,False,False
2004-03-14 23:00:00,2.2,1349.0,14.7,55.9,0.9314,False,False,False,23,6,3,True,2,False,False
2004-03-15 00:00:00,1.8,1239.0,14.8,54.7,0.9164,False,False,False,0,0,3,False,2,False,False
2004-03-15 01:00:00,1.8,1239.0,14.0,57.0,0.9094,False,False,False,1,0,3,False,2,False,False
2004-03-15 02:00:00,1.8,1224.0,13.4,61.3,0.9361,False,False,False,2,0,3,False,2,False,False
2004-03-15 03:00:00,1.1,1078.0,12.6,63.5,0.923,False,False,False,3,0,3,False,2,False,False
2004-03-15 04:00:00,1.05,1078.0,12.3,65.4,0.9351,False,False,False,4,0,3,False,2,False,False
2004-03-15 05:00:00,1.0,1075.0,11.9,67.4,0.9375,False,False,False,5,0,3,False,2,False,False
2004-03-15 06:00:00,1.4,1157.0,11.4,70.5,0.9475,False,False,False,6,0,3,False,2,False,False
2004-03-15 07:00:00,2.2,1314.0,11.3,70.2,0.9401,False,False,False,7,0,3,False,2,False,False
2004-03-15 08:00:00,5.5,1797.0,12.4,63.9,0.917,False,True,False,8,0,3,False,2,True,True
2004-03-15 09:00:00,8.1,1961.0,14.8,54.3,0.9076,False,True,True,9,0,3,False,2,True,True
2004-03-15 10:00:00,5.8,1771.0,17.4,45.6,0.8993,False,True,False,10,0,3,False,2,True,True
2004-03-15 11:00:00,4.2,1564.0,19.8,38.5,0.8801,False,False,False,11,0,3,False,2,False,False
2004-03-15 12:00:00,3.1,1430.0,22.0,34.1,0.8904,False,False,False,12,0,3,False,2,False,False
2004-03-15 13:00:00,2.9,1417.0,23.3,32.2,0.9096,False,False,False,13,0,3,False,2,False,False
2004-03-15 14:00:00,2.9,1400.0,23.9,30.0,0.8757,False,False,False,14,0,3,False,2,False,False
2004-03-15 15:00:00,2.5,1317.0,24.4,28.9,0.8736,False,False,False,15,0,3,False,2,False,False
2004-03-15 16:00:00,2.3,1318.0,24.4,29.4,0.8848,False,False,False,16,0,3,False,2,False,False
2004-03-15 17:00:00,2.8,1445.0,23.8,31.3,0.9137,False,False,False,17,0,3,False,2,False,False
2004-03-15 18:00:00,6.1,1917.0,22.5,35.4,0.9547,False,True,True,18,0,3,False,2,True,True
2004-03-15 19:00:00,8.0,2040.0,20.4,42.5,1.0086,False,True,True,19,0,3,False,2,True,True
2004-03-15 20:00:00,6.5,1895.0,18.3,52.6,1.0945,False,True,False,20,0,3,False,2,True,True
2004-03-15 21:00:00,4.2,1595.0,16.7,57.4,1.0786,False,False,False,21,0,3,False,2,False,False
2004-03-15 22:00:00,3.2,1439.0,15.7,60.2,1.0654,False,False,False,22,0,3,False,2,False,False
2004-03-15 23:00:00,1.4,1142.0,15.3,61.4,1.058,False,False,False,23,0,3,False,2,False,False
2004-03-16 00:00:00,2.1,1304.0,14.1,65.7,1.0494,False,False,False,0,1,3,False,2,False,False
2004-03-16 01:00:00,1.2,1074.0,14.8,60.6,1.0148,False,False,False,1,1,3,False,2,False,False
2004-03-16 02:00:00,0.8,968.0,14.8,59.2,0.9879,False,False,False,2,1,3,False,2,False,False
2004-03-16 03:00:00,0.7,929.0,13.6,62.1,0.9636,False,False,False,3,1,3,False,2,False,False
2004-03-16 04:00:00,0.6499999999999999,941.0,12.3,66.2,0.945,False,False,False,4,1,3,False,2,False,False
2004-03-16 05:00:00,0.6,937.0,12.8,63.2,0.9283,False,False,False,5,1,3,False,2,False,False
2004-03-16 06:00:00,0.9,1017.0,11.2,68.5,0.9081,False,False,False,6,1,3,False,2,False,False
2004-03-16 07:00:00,1.3,1171.0,11.0,66.5,0.8705,False,False,False,7,1,3,False,2,False,False
2004-03-16 08:00:00,3.4,1541.0,11.7,63.7,0.8719,False,False,False,8,1,3,False,2,False,False
2004-03-16 09:00:00,3.7,1539.0,13.6,56.3,0.8743,False,False,False,9,1,3,False,2,False,False
2004-03-16 10:00:00,5.3,1735.0,17.8,42.9,0.8672,False,True,False,10,1,3,False,2,True,True
2004-03-16 11:00:00,4.1,1571.0,21.4,33.3,0.8417,False,False,False,11,1,3,False,2,False,False
2004-03-16 12:00:00,3.3,1452.0,24.4,27.4,0.8231,False,False,False,12,1,3,False,2,False,False
2004-03-16 13:00:00,4.0,1579.0,25.3,26.1,0.8264,False,False,False,13,1,3,False,2,False,False
2004-03-16 14:00:00,3.8,1466.0,25.8,23.2,0.7589,False,False,False,14,1,3,False,2,False,False
2004-03-16 15:00:00,2.8,1280.0,27.0,20.2,0.7094,False,False,False,15,1,3,False,2,False,False
2004-03-16 16:00:00,2.9,1407.0,28.2,18.6,0.7014,False,False,False,16,1,3,False,2,False,False
2004-03-16 17:00:00,2.9,1389.0,28.0,19.1,0.7098,False,False,False,17,1,3,False,2,False,False
2004-03-16 18:00:00,3.4,1447.0,23.9,25.7,0.7519,False,False,False,18,1,3,False,2,False,False
2004-03-16 19:00:00,3.9,1551.0,21.3,34.8,0.873,False,False,False,19,1,3,False,2,False,False
2004-03-16 20:00:00,3.2,1474.0,20.4,36.7,0.8704,False,False,False,20,1,3,False,2,False,False
2004-03-16 21:00:00,5.1,1800.0,19.0,41.3,0.9007,False,True,True,21,1,3,False,2,True,True
2004-03-16 22:00:00,2.6,1379.0,17.9,45.9,0.9342,False,False,False,22,1,3,False,2,False,False
2004-03-16 23:00:00,1.7,1201.0,16.7,48.9,0.9226,False,False,False,23,1,3,False,2,False,False
2004-03-17 00:00:00,1.7,1205.0,15.5,52.9,0.9271,False,False,False,0,2,3,False,2,False,False
2004-03-17 01:00:00,1.2,1072.0,15.5,51.9,0.9059,False,False,False,1,2,3,False,2,False,False
2004-03-17 02:00:00,0.9,998.0,14.1,55.6,0.891,False,False,False,2,2,3,False,2,False,False
2004-03-17 03:00:00,0.7,933.0,13.1,57.9,0.8666,False,False,False,3,2,3,False,2,False,False
2004-03-17 04:00:00,0.6,883.0,12.7,57.9,0.8447,False,False,False,4,2,3,False,2,False,False
2004-03-17 05:00:00,0.5,869.0,11.8,58.0,0.8026,False,False,False,5,2,3,False,2,False,False
2004-03-17 06:00:00,0.5,891.0,11.9,57.4,0.7978,False,False,False,6,2,3,False,2,False,False
2004-03-17 07:00:00,1.6,1173.0,9.9,65.2,0.7956,False,False,False,7,2,3,False,2,False,False
2004-03-17 08:00:00,4.1,1587.0,11.1,60.2,0.7958,False,False,False,8,2,3,False,2,False,False
2004-03-17 09:00:00,6.6,1852.0,14.1,50.0,0.802,False,True,False,9,2,3,False,2,True,True
2004-03-17 10:00:00,4.3,1522.0,17.7,40.1,0.8048,False,False,False,10,2,3,False,2,False,False
2004-03-17 11:00:00,2.9,1438.0,21.1,33.4,0.8265,False,False,False,11,2,3,False,2,False,False
2004-03-17 12:00:00,2.5,1393.0,24.3,28.3,0.8471,False,False,False,12,2,3,False,2,False,False
2004-03-17 13:00:00,2.8,1452.0,25.6,25.6,0.8254,False,False,False,13,2,3,False,2,False,False
2004-03-17 14:00:00,2.6,1389.0,25.9,25.9,0.8503,False,False,False,14,2,3,False,2,False,False
2004-03-17 15:00:00,2.0,1207.0,26.8,18.7,0.65,False,False,False,15,2,3,False,2,False,False
2004-03-17 16:00:00,2.9,1365.0,29.3,15.8,0.6309,False,True,False,16,2,3,False,2,True,False
2004-03-17 17:00:00,2.5,1247.0,28.5,14.9,0.5708,False,False,False,17,2,3,False,2,False,False
2004-03-17 18:00:00,5.0,1557.0,25.9,16.0,0.5237,False,True,True,18,2,3,False,2,True,False
2004-03-17 19:00:00,7.6,1973.0,23.1,26.5,0.7403,False,True,True,19,2,3,False,2,True,True
2004-03-17 20:00:00,6.7,1975.0,20.5,38.2,0.9133,False,True,True,20,2,3,False,2,True,True
2004-03-17 21:00:00,5.7,1795.0,19.1,42.6,0.9294,False,True,False,21,2,3,False,2,True,True
2004-03-17 22:00:00,2.8,1444.0,17.2,44.1,0.8558,False,False,False,22,2,3,False,2,False,False
2004-03-17 23:00:00,2.6,1488.0,16.0,50.9,0.9206,False,False,False,23,2,3,False,2,False,False
2004-03-18 00:00:00,2.3,1371.0,14.8,53.9,0.9024,False,False,False,0,3,3,False,2,False,False
2004-03-18 01:00:00,1.4,1161.0,14.3,55.4,0.8975,False,False,False,1,3,3,False,2,False,False
2004-03-18 02:00:00,1.0,1064.0,14.8,52.1,0.8686,False,False,False,2,3,3,False,2,False,False
2004-03-18 03:00:00,0.7,970.0,13.9,53.9,0.8501,False,False,False,3,3,3,False,2,False,False
2004-03-18 04:00:00,0.6499999999999999,954.0,11.6,61.9,0.8442,False,False,False,4,3,3,False,2,False,False
2004-03-18 05:00:00,0.6,931.0,12.0,58.9,0.8233,False,False,False,5,3,3,False,2,False,False
2004-03-18 06:00:00,0.7,938.0,10.9,62.1,0.8113,False,False,False,6,3,3,False,2,False,False
2004-03-18 07:00:00,1.5,1166.0,10.6,63.3,0.8067,False,False,False,7,3,3,False,2,False,False
2004-03-18 08:00:00,4.7,1643.0,11.5,60.0,0.8117,False,False,False,8,3,3,False,2,False,False
2004-03-18 09:00:00,6.6,1934.0,14.3,50.6,0.8186,False,True,False,9,3,3,False,2,True,True
2004-03-18 10:00:00,4.5,1617.0,17.8,40.5,0.821,False,False,False,10,3,3,False,2,False,False
2004-03-18 11:00:00,2.8,1473.0,20.8,34.4,0.8365,False,False,False,11,3,3,False,2,False,False
2004-03-18 12:00:00,2.2,1379.0,23.8,28.2,0.8219,False,False,False,12,3,3,False,2,False,False
2004-03-18 13:00:00,2.2,1385.0,24.2,28.7,0.8515,False,False,False,13,3,3,False,2,False,False
2004-03-18 14:00:00,2.3,1379.0,25.2,24.9,0.7829,False,False,False,14,3,3,False,2,False,False
2004-03-18 15:00:00,2.2,1322.0,27.0,17.8,0.6275,False,False,False,15,3,3,False,2,False,False
2004-03-18 16:00:00,2.8,1496.0,27.1,23.1,0.818,False,False,False,16,3,3,False,2,False,False
2004-03-18 17:00:00,2.7,1409.0,25.8,23.9,0.7832,False,False,False,17,3,3,False,2,False,False
2004-03-18 18:00:00,3.7,1513.0,23.0,26.8,0.7446,False,False,False,18,3,3,False,2,False,False
2004-03-18 19:00:00,5.1,1667.0,20.7,31.1,0.7523,False,True,False,19,3,3,False,2,True,True
2004-03-18 20:00:00,5.1,1667.0,18.6,36.2,0.7676,False,False,False,20,3,3,False,2,False,True
2004-03-18 21:00:00,3.2,1430.0,16.0,48.4,0.8768,False,False,False,21,3,3,False,2,False,False
2004-03-18 22:00:00,2.1,1333.0,14.5,57.8,0.9456,False,False,False,22,3,3,False,2,False,False
2004-03-18 23:00:00,1.7,1262.0,13.1,64.2,0.9606,False,False,False,23,3,3,False,2,False,False
2004-03-19 00:00:00,2.0,1287.0,12.0,69.7,0.9735,False,False,False,0,4,3,False,2,False,False
2004-03-19 01:00:00,1.6,1134.0,11.9,71.1,0.9915,False,False,False,1,4,3,False,2,False,False
2004-03-19 02:00:00,0.9,999.0,12.5,69.3,1.0029,False,False,False,2,4,3,False,2,False,False
2004-03-19 03:00:00,0.7,961.0,12.5,67.5,0.9768,False,False,False,3,4,3,False,2,False,False
2004-03-19 04:00:00,0.6,934.0,12.3,67.7,0.9665,False,False,False,4,4,3,False,2,False,False
2004-03-19 05:00:00,0.5,913.0,12.5,66.8,0.962,False,False,False,5,4,3,False,2,False,False
2004-03-19 06:00:00,0.7,969.0,12.3,66.3,0.9487,False,False,False,6,4,3,False,2,False,False
2004-03-19 07:00:00,1.5,1182.0,12.4,64.9,0.9332,False,False,False,7,4,3,False,2,False,False
2004-03-19 08:00:00,4.8,1740.0,13.0,61.6,0.9209,False,False,False,8,4,3,False,2,False,False
2004-03-19 09:00:00,6.2,1819.0,13.6,58.8,0.912,False,True,False,9,4,3,False,2,True,True
2004-03-19 10:00:00,4.0,1427.0,13.9,57.1,0.9032,False,False,False,10,4,3,False,2,False,False
2004-03-19 11:00:00,3.3,1390.0,14.5,54.4,0.8917,False,False,False,11,4,3,False,2,False,False
2004-03-19 12:00:00,2.8,1283.0,15.5,50.1,0.8744,False,False,False,12,4,3,False,2,False,False
2004-03-19 13:00:00,3.0,1304.0,16.1,47.6,0.8655,False,False,False,13,4,3,False,2,False,False
2004-03-19 14:00:00,3.3,1364.0,16.3,47.1,0.864,False,False,False,14,4,3,False,2,False,False
2004-03-19 15:00:00,3.5,1410.0,16.4,47.5,0.8791,False,False,False,15,4,3,False,2,False,False
2004-03-19 16:00:00,4.0,1476.0,16.1,50.2,0.9094,False,False,False,16,4,3,False,2,False,False
2004-03-19 17:00:00,4.6,1522.0,16.0,50.7,0.9142,False,False,False,17,4,3,False,2,False,False
2004-03-19 18:00:00,4.1,1442.0,15.8,50.3,0.8989,False,False,False,18,4,3,False,2,False,False
2004-03-19 19:00:00,4.5,1469.0,15.5,50.6,0.884,False,False,False,19,4,3,False,2,False,False
2004-03-19 20:00:00,3.9,1467.0,15.4,51.4,0.8956,False,False,False,20,4,3,False,2,False,False
2004-03-19 21:00:00,4.0,1421.0,15.2,53.1,0.9117,False,False,False,21,4,3,False,2,False,False
2004-03-19 22:00:00,2.2,1175.0,14.7,57.6,0.9573,False,False,False,22,4,3,False,2,False,False
2004-03-19 23:00:00,2.1,1215.0,14.2,58.3,0.938,False,False,False,23,4,3,False,2,False,False
2004-03-20 00:00:00,1.7,1127.0,13.8,57.9,0.9085,False,False,False,0,5,3,True,2,False,False
2004-03-20 01:00:00,1.6,1090.0,13.9,55.9,0.8842,False,False,False,1,5,3,True,2,False,False
2004-03-20 02:00:00,1.3,1017.0,13.9,55.6,0.8765,False,False,False,2,5,3,True,2,False,False
2004-03-20 03:00:00,1.3,997.0,13.8,55.1,0.8666,False,False,False,3,5,3,True,2,False,False
2004-03-20 04:00:00,1.05,945.0,13.8,54.6,0.8574,False,False,False,4,5,3,True,2,False,False
2004-03-20 05:00:00,0.8,956.0,13.6,55.1,0.856,False,False,False,5,5,3,True,2,False,False
2004-03-20 06:00:00,0.8,966.0,13.6,59.0,0.9129,False,False,False,6,5,3,True,2,False,False
2004-03-20 07:00:00,1.1,1064.0,13.5,58.4,0.896,False,False,False,7,5,3,True,2,False,False
2004-03-20 08:00:00,2.1,1300.0,13.8,58.0,0.9083,False,False,False,8,5,3,True,2,False,False
2004-03-20 09:00:00,2.4,1348.0,14.6,53.1,0.8765,False,False,False,9,5,3,True,2,False,False
2004-03-20 10:00:00,2.6,1425.0,15.0,52.3,0.8881,False,False,False,10,5,3,True,2,False,False
2004-03-20 11:00:00,2.8,1474.0,15.4,52.1,0.9046,False,False,False,11,5,3,True,2,False,False
2004-03-20 12:00:00,2.6,1490.0,16.3,50.0,0.9158,False,False,False,12,5,3,True,2,False,False
2004-03-20 13:00:00,2.6,1495.0,17.1,47.9,0.9281,False,False,False,13,5,3,True,2,False,False
2004-03-20 14:00:00,2.1,1376.0,19.0,42.9,0.937,False,False,False,14,5,3,True,2,False,False
2004-03-20 15:00:00,1.7,1305.0,19.5,42.3,0.9476,False,False,False,15,5,3,True,2,False,False
2004-03-20 16:00:00,1.6,1283.0,19.5,42.3,0.9493,False,False,False,16,5,3,True,2,False,False
2004-03-20 17:00:00,2.1,1392.0,19.1,43.8,0.9556,False,False,False,17,5,3,True,2,False,False
2004-03-20 18:00:00,2.3,1452.0,18.5,46.3,0.9744,False,False,False,18,5,3,True,2,False,False
2004-03-20 19:00:00,3.5,1633.0,17.4,51.6,1.0159,False,False,False,19,5,3,True,2,False,False
2004-03-20 20:00:00,3.9,1625.0,17.1,51.3,0.9914,False,False,False,20,5,3,True,2,False,False
2004-03-20 21:00:00,3.3,1535.0,16.4,53.8,0.9964,False,False,False,21,5,3,True,2,False,False
2004-03-20 22:00:00,2.3,1323.0,16.2,55.4,1.0132,False,False,False,22,5,3,True,2,False,False
2004-03-20 23:00:00,2.1,1309.0,15.9,57.7,1.0356,False,False,False,23,5,3,True,2,False,False
2004-03-21 00:00:00,2.8,1456.0,15.7,58.6,1.0396,False,False,False,0,6,3,True,2,False,False
2004-03-21 01:00:00,2.1,1300.0,15.1,60.9,1.0398,False,False,False,1,6,3,True,2,False,False
2004-03-21 02:00:00,1.6,1203.0,15.6,56.6,0.9951,False,False,False,2,6,3,True,2,False,False
2004-03-21 03:00:00,1.6,1195.0,15.2,57.9,0.9941,False,False,False,3,6,3,True,2,False,False
2004-03-21 04:00:00,1.35,1117.0,15.4,57.8,1.0021,False,False,False,4,6,3,True,2,False,False
2004-03-21 05:00:00,1.1,1062.0,14.9,60.6,1.0196,False,False,False,5,6,3,True,2,False,False
2004-03-21 06:00:00,0.7,947.0,14.5,63.0,1.0316,False,False,False,6,6,3,True,2,False,False
2004-03-21 07:00:00,0.8,1065.0,14.2,66.2,1.063,False,False,False,7,6,3,True,2,False,False
2004-03-21 08:00:00,1.2,1155.0,14.5,65.3,1.0704,False,False,False,8,6,3,True,2,False,False
2004-03-21 09:00:00,1.4,1220.0,15.3,62.1,1.073,False,False,False,9,6,3,True,2,False,False
2004-03-21 10:00:00,1.7,1301.0,16.3,59.0,1.0868,False,False,False,10,6,3,True,2,False,False
2004-03-21 11:00:00,1.8,1279.0,18.9,49.6,1.07,False,False,False,11,6,3,True,2,False,False
2004-03-21 12:00:00,1.8,1267.0,19.4,46.1,1.0249,False,False,False,12,6,3,True,2,False,False
2004-03-21 13:00:00,1.9,1239.0,20.8,41.6,1.0091,False,False,False,13,6,3,True,2,False,False
2004-03-21 14:00:00,1.3,1128.0,21.4,40.3,1.0126,False,False,False,14,6,3,True,2,False,False
2004-03-21 15:00:00,1.6,1243.0,21.2,39.3,0.9791,False,False,False,15,6,3,True,2,False,False
2004-03-21 16:00:00,1.9,1208.0,20.3,38.0,0.8942,False,False,False,16,6,3,True,2,False,False
2004-03-21 17:00:00,2.3,1306.0,19.4,41.3,0.9206,False,False,False,17,6,3,True,2,False,False
2004-03-21 18:00:00,3.8,1546.0,18.5,43.8,0.9252,False,False,False,18,6,3,True,2,False,False
2004-03-21 19:00:00,3.5,1501.0,17.8,48.1,0.9689,False,False,False,19,6,3,True,2,False,False
2004-03-21 20:00:00,4.3,1605.0,17.9,46.9,0.952,False,False,False,20,6,3,True,2,False,False
2004-03-21 21:00:00,2.8,1316.0,17.4,49.1,0.9688,False,False,False,21,6,3,True,2,False,False
2004-03-21 22:00:00,1.9,1195.0,17.0,51.7,0.9914,False,False,False,22,6,3,True,2,False,False
2004-03-21 23:00:00,1.9,1211.0,16.4,55.1,1.0198,False,False,False,23,6,3,True,2,False,False
2004-03-22 00:00:00,1.7,1161.0,16.1,60.0,1.0919,False,False,False,0,0,3,False,2,False,False
2004-03-22 01:00:00,1.5,1095.0,15.8,60.5,1.0805,False,False,False,1,0,3,False,2,False,False
2004-03-22 02:00:00,0.6,897.0,16.3,57.0,1.0491,False,False,False,2,0,3,False,2,False,False
2004-03-22 03:00:00,0.4,842.0,16.9,53.9,1.0309,False,False,False,3,0,3,False,2,False,False
2004-03-22 04:00:00,0.35,854.0,16.1,55.9,1.0153,False,False,False,4,0,3,False,2,False,False
