DateTime,NO2(GT),PT08.S4(NO2),T,RH,AH,IsolationForest_Anomaly,LOF_Anomaly,Consensus_Anomaly,Hour,DayOfWeek,Month,IsWeekend,Season,Pollution_Spike
2004-03-13 13:00:00,124.0,1600.0,19.4,31.3,0.695,False,False,False,13,5,3,True,2,False
2004-03-13 14:00:00,102.0,1488.0,18.0,34.8,0.7127,False,False,False,14,5,3,True,2,False
2004-03-13 15:00:00,116.0,1532.0,18.4,33.6,0.7042,False,False,False,15,5,3,True,2,False
2004-03-13 16:00:00,124.0,1554.0,17.6,35.1,0.7012,False,False,False,16,5,3,True,2,False
2004-03-13 17:00:00,125.0,1602.0,16.7,37.8,0.7117,False,False,False,17,5,3,True,2,False
2004-03-13 18:00:00,148.0,1779.0,16.1,41.0,0.7451,False,False,False,18,5,3,True,2,False
2004-03-13 19:00:00,165.0,1922.0,15.8,42.4,0.7569,False,False,False,19,5,3,True,2,False
2004-03-13 20:00:00,161.0,1915.0,15.7,44.1,0.7786,False,False,False,20,5,3,True,2,False
2004-03-13 21:00:00,159.0,1860.0,15.3,46.8,0.8091,False,False,False,21,5,3,True,2,False
2004-03-13 22:00:00,143.0,1748.0,14.6,48.6,0.806,False,False,False,22,5,3,True,2,False
2004-03-13 23:00:00,130.0,1603.0,14.7,49.3,0.8193,False,False,False,23,5,3,True,2,False
2004-03-14 00:00:00,129.0,1611.0,13.9,53.6,0.8498,False,False,False,0,6,3,True,2,False
2004-03-14 01:00:00,119.0,1624.0,14.6,51.5,0.8536,False,False,False,1,6,3,True,2,False
2004-03-14 02:00:00,104.0,1543.0,12.5,58.9,0.8537,False,False,False,2,6,3,True,2,False
2004-03-14 03:00:00,93.0,1620.0,11.6,63.4,0.8674,False,False,False,3,6,3,True,2,False
2004-03-14 04:00:00,82.0,1452.0,12.1,61.1,0.8603,False,False,False,4,6,3,True,2,False
2004-03-14 05:00:00,70.0,1377.0,11.5,63.1,0.8533,False,False,False,5,6,3,True,2,False
2004-03-14 06:00:00,63.0,1333.0,11.6,62.2,0.8473,False,False,False,6,6,3,True,2,False
2004-03-14 07:00:00,67.0,1340.0,10.4,67.6,0.853,False,False,False,7,6,3,True,2,False
2004-03-14 08:00:00,84.0,1414.0,11.6,62.7,0.853,False,False,False,8,6,3,True,2,False
2004-03-14 09:00:00,83.0,1527.0,12.4,60.0,0.8627,False,False,False,9,6,3,True,2,False
2004-03-14 10:00:00,98.0,1614.0,14.5,53.1,0.8728,False,False,False,10,6,3,True,2,False
2004-03-14 11:00:00,114.0,1696.0,16.9,46.1,0.8789,False,False,False,11,6,3,True,2,False
2004-03-14 12:00:00,119.0,1677.0,19.3,38.3,0.8474,False,False,False,12,6,3,True,2,False
2004-03-14 13:00:00,104.0,1525.0,21.2,31.4,0.7812,False,False,False,13,6,3,True,2,False
2004-03-14 14:00:00,102.0,1490.0,21.4,30.2,0.7616,False,False,False,14,6,3,True,2,False
2004-03-14 15:00:00,107.0,1511.0,21.9,29.0,0.7525,False,False,False,15,6,3,True,2,False
2004-03-14 16:00:00,129.0,1646.0,22.2,28.4,0.7516,False,False,False,16,6,3,True,2,False
2004-03-14 17:00:00,128.0,1668.0,21.3,30.8,0.7696,False,False,False,17,6,3,True,2,False
2004-03-14 18:00:00,121.0,1671.0,19.7,36.7,0.8307,False,False,False,18,6,3,True,2,False
2004-03-14 19:00:00,157.0,1993.0,18.4,41.7,0.8732,False,False,False,19,6,3,True,2,False
2004-03-14 20:00:00,173.0,2103.0,17.6,46.1,0.921,False,False,False,20,6,3,True,2,False
2004-03-14 21:00:00,146.0,1818.0,16.7,49.6,0.932,False,False,False,21,6,3,True,2,False
2004-03-14 22:00:00,121.0,1587.0,16.3,51.0,0.9341,False,False,False,22,6,3,True,2,False
2004-03-14 23:00:00,119.0,1617.0,14.7,55.9,0.9314,False,False,False,23,6,3,True,2,False
2004-03-15 00:00:00,99.0,1547.0,14.8,54.7,0.9164,False,False,False,0,0,3,False,2,False
2004-03-15 01:00:00,93.0,1543.0,14.0,57.0,0.9094,False,False,False,1,0,3,False,2,False
2004-03-15 02:00:00,88.0,1566.0,13.4,61.3,0.9361,False,False,False,2,0,3,False,2,False
2004-03-15 03:00:00,79.5,1487.0,12.6,63.5,0.923,False,False,False,3,0,3,False,2,False
2004-03-15 04:00:00,71.0,1468.0,12.3,65.4,0.9351,False,False,False,4,0,3,False,2,False
2004-03-15 05:00:00,74.0,1464.0,11.9,67.4,0.9375,False,False,False,5,0,3,False,2,False
2004-03-15 06:00:00,80.0,1584.0,11.4,70.5,0.9475,False,False,False,6,0,3,False,2,False
2004-03-15 07:00:00,89.0,1710.0,11.3,70.2,0.9401,False,True,True,7,0,3,False,2,False
2004-03-15 08:00:00,114.0,2323.0,12.4,63.9,0.917,False,False,False,8,0,3,False,2,False
2004-03-15 09:00:00,149.0,2665.0,14.8,54.3,0.9076,False,False,False,9,0,3,False,2,False
2004-03-15 10:00:00,157.0,2262.0,17.4,45.6,0.8993,False,False,False,10,0,3,False,2,False
2004-03-15 11:00:00,155.0,2029.0,19.8,38.5,0.8801,False,False,False,11,0,3,False,2,False
2004-03-15 12:00:00,134.0,1783.0,22.0,34.1,0.8904,False,False,False,12,0,3,False,2,False
2004-03-15 13:00:00,119.0,1831.0,23.3,32.2,0.9096,False,False,False,13,0,3,False,2,False
2004-03-15 14:00:00,111.0,1829.0,23.9,30.0,0.8757,False,False,False,14,0,3,False,2,False
2004-03-15 15:00:00,104.0,1707.0,24.4,28.9,0.8736,False,False,False,15,0,3,False,2,False
2004-03-15 16:00:00,99.0,1675.0,24.4,29.4,0.8848,False,False,False,16,0,3,False,2,False
2004-03-15 17:00:00,110.0,1824.0,23.8,31.3,0.9137,False,False,False,17,0,3,False,2,False
2004-03-15 18:00:00,162.0,2447.0,22.5,35.4,0.9547,False,True,True,18,0,3,False,2,False
2004-03-15 19:00:00,187.0,2679.0,20.4,42.5,1.0086,True,True,True,19,0,3,False,2,False
2004-03-15 20:00:00,165.0,2443.0,18.3,52.6,1.0945,False,False,False,20,0,3,False,2,False
2004-03-15 21:00:00,145.0,2058.0,16.7,57.4,1.0786,False,False,False,21,0,3,False,2,False
2004-03-15 22:00:00,125.0,1856.0,15.7,60.2,1.0654,False,False,False,22,0,3,False,2,False
2004-03-15 23:00:00,101.0,1547.0,15.3,61.4,1.058,False,False,False,23,0,3,False,2,False
2004-03-16 00:00:00,103.0,1731.0,14.1,65.7,1.0494,False,False,False,0,1,3,False,2,False
2004-03-16 01:00:00,88.0,1483.0,14.8,60.6,1.0148,False,False,False,1,1,3,False,2,False
2004-03-16 02:00:00,61.0,1386.0,14.8,59.2,0.9879,False,False,False,2,1,3,False,2,False
2004-03-16 03:00:00,60.0,1364.0,13.6,62.1,0.9636,False,False,False,3,1,3,False,2,False
2004-03-16 04:00:00,59.0,1373.0,12.3,66.2,0.945,False,False,False,4,1,3,False,2,False
2004-03-16 05:00:00,52.0,1348.0,12.8,63.2,0.9283,False,False,False,5,1,3,False,2,False
2004-03-16 06:00:00,64.0,1418.0,11.2,68.5,0.9081,False,False,False,6,1,3,False,2,False
2004-03-16 07:00:00,70.0,1467.0,11.0,66.5,0.8705,False,False,False,7,1,3,False,2,False
2004-03-16 08:00:00,97.0,1889.0,11.7,63.7,0.8719,False,False,False,8,1,3,False,2,False
2004-03-16 09:00:00,95.0,2055.0,13.6,56.3,0.8743,False,False,False,9,1,3,False,2,False
2004-03-16 10:00:00,150.0,2211.0,17.8,42.9,0.8672,False,False,False,10,1,3,False,2,False
2004-03-16 11:00:00,162.0,1973.0,21.4,33.3,0.8417,False,False,False,11,1,3,False,2,False
2004-03-16 12:00:00,154.0,1868.0,24.4,27.4,0.8231,False,False,False,12,1,3,False,2,False
2004-03-16 13:00:00,161.0,1998.0,25.3,26.1,0.8264,False,False,False,13,1,3,False,2,False
2004-03-16 14:00:00,161.0,1897.0,25.8,23.2,0.7589,False,False,False,14,1,3,False,2,False
2004-03-16 15:00:00,128.0,1675.0,27.0,20.2,0.7094,False,False,False,15,1,3,False,2,False
2004-03-16 16:00:00,129.0,1759.0,28.2,18.6,0.7014,False,False,False,16,1,3,False,2,False
2004-03-16 17:00:00,133.0,1739.0,28.0,19.1,0.7098,False,False,False,17,1,3,False,2,False
2004-03-16 18:00:00,139.0,1778.0,23.9,25.7,0.7519,False,False,False,18,1,3,False,2,False
2004-03-16 19:00:00,137.0,1875.0,21.3,34.8,0.873,False,False,False,19,1,3,False,2,False
2004-03-16 20:00:00,143.0,1776.0,20.4,36.7,0.8704,False,False,False,20,1,3,False,2,False
2004-03-16 21:00:00,177.0,2106.0,19.0,41.3,0.9007,False,False,False,21,1,3,False,2,False
2004-03-16 22:00:00,138.0,1710.0,17.9,45.9,0.9342,False,False,False,22,1,3,False,2,False
2004-03-16 23:00:00,117.0,1560.0,16.7,48.9,0.9226,False,False,False,23,1,3,False,2,False
2004-03-17 00:00:00,107.0,1547.0,15.5,52.9,0.9271,False,False,False,0,2,3,False,2,False
2004-03-17 01:00:00,90.0,1442.0,15.5,51.9,0.9059,False,False,False,1,2,3,False,2,False
2004-03-17 02:00:00,79.0,1383.0,14.1,55.6,0.891,False,False,False,2,2,3,False,2,False
2004-03-17 03:00:00,69.5,1332.0,13.1,57.9,0.8666,False,False,False,3,2,3,False,2,False
2004-03-17 04:00:00,60.0,1303.0,12.7,57.9,0.8447,False,False,False,4,2,3,False,2,False
2004-03-17 05:00:00,40.0,1268.0,11.8,58.0,0.8026,False,False,False,5,2,3,False,2,False
2004-03-17 06:00:00,53.0,1289.0,11.9,57.4,0.7978,False,False,False,6,2,3,False,2,False
2004-03-17 07:00:00,84.0,1556.0,9.9,65.2,0.7956,False,False,False,7,2,3,False,2,False
2004-03-17 08:00:00,108.0,1999.0,11.1,60.2,0.7958,False,False,False,8,2,3,False,2,False
2004-03-17 09:00:00,127.0,2535.0,14.1,50.0,0.802,False,False,False,9,2,3,False,2,False
2004-03-17 10:00:00,134.0,2026.0,17.7,40.1,0.8048,False,False,False,10,2,3,False,2,False
2004-03-17 11:00:00,135.0,1782.0,21.1,33.4,0.8265,False,False,False,11,2,3,False,2,False
2004-03-17 12:00:00,142.0,1654.0,24.3,28.3,0.8471,False,False,False,12,2,3,False,2,False
2004-03-17 13:00:00,153.0,1747.0,25.6,25.6,0.8254,False,False,False,13,2,3,False,2,False
2004-03-17 14:00:00,123.0,1712.0,25.9,25.9,0.8503,False,False,False,14,2,3,False,2,False
2004-03-17 15:00:00,104.0,1520.0,26.8,18.7,0.65,False,False,False,15,2,3,False,2,False
2004-03-17 16:00:00,129.0,1679.0,29.3,15.8,0.6309,False,False,False,16,2,3,False,2,False
2004-03-17 17:00:00,114.0,1525.0,28.5,14.9,0.5708,False,False,False,17,2,3,False,2,False
2004-03-17 18:00:00,158.0,1981.0,25.9,16.0,0.5237,True,True,True,18,2,3,False,2,False
2004-03-17 19:00:00,194.0,2414.0,23.1,26.5,0.7403,True,True,True,19,2,3,False,2,False
2004-03-17 20:00:00,182.0,2416.0,20.5,38.2,0.9133,False,True,True,20,2,3,False,2,False
2004-03-17 21:00:00,180.0,2174.0,19.1,42.6,0.9294,False,False,False,21,2,3,False,2,False
2004-03-17 22:00:00,136.0,1727.0,17.2,44.1,0.8558,False,False,False,22,2,3,False,2,False
2004-03-17 23:00:00,127.0,1778.0,16.0,50.9,0.9206,False,False,False,23,2,3,False,2,False
2004-03-18 00:00:00,116.0,1669.0,14.8,53.9,0.9024,False,False,False,0,3,3,False,2,False
2004-03-18 01:00:00,107.0,1502.0,14.3,55.4,0.8975,False,False,False,1,3,3,False,2,False
2004-03-18 02:00:00,88.0,1407.0,14.8,52.1,0.8686,False,False,False,2,3,3,False,2,False
2004-03-18 03:00:00,83.0,1351.0,13.9,53.9,0.8501,False,False,False,3,3,3,False,2,False
2004-03-18 04:00:00,78.0,1334.0,11.6,61.9,0.8442,False,False,False,4,3,3,False,2,False
2004-03-18 05:00:00,57.0,1307.0,12.0,58.9,0.8233,False,False,False,5,3,3,False,2,False
2004-03-18 06:00:00,71.0,1333.0,10.9,62.1,0.8113,False,False,False,6,3,3,False,2,False
2004-03-18 07:00:00,85.0,1551.0,10.6,63.3,0.8067,False,False,False,7,3,3,False,2,False
2004-03-18 08:00:00,124.0,2094.0,11.5,60.0,0.8117,False,False,False,8,3,3,False,2,False
2004-03-18 09:00:00,151.0,2468.0,14.3,50.6,0.8186,False,False,False,9,3,3,False,2,False
2004-03-18 10:00:00,150.0,2010.0,17.8,40.5,0.821,False,False,False,10,3,3,False,2,False
2004-03-18 11:00:00,152.0,1752.0,20.8,34.4,0.8365,False,False,False,11,3,3,False,2,False
2004-03-18 12:00:00,139.0,1663.0,23.8,28.2,0.8219,False,False,False,12,3,3,False,2,False
2004-03-18 13:00:00,133.0,1648.0,24.2,28.7,0.8515,False,False,False,13,3,3,False,2,False
2004-03-18 14:00:00,126.0,1660.0,25.2,24.9,0.7829,False,False,False,14,3,3,False,2,False
2004-03-18 15:00:00,128.0,1639.0,27.0,17.8,0.6275,False,False,False,15,3,3,False,2,False
2004-03-18 16:00:00,169.0,1767.0,27.1,23.1,0.818,False,False,False,16,3,3,False,2,False
2004-03-18 17:00:00,149.0,1689.0,25.8,23.9,0.7832,False,False,False,17,3,3,False,2,False
2004-03-18 18:00:00,156.0,1957.0,23.0,26.8,0.7446,False,False,False,18,3,3,False,2,False
2004-03-18 19:00:00,168.0,2118.0,20.7,31.1,0.7523,False,False,False,19,3,3,False,2,False
2004-03-18 20:00:00,176.0,2051.0,18.6,36.2,0.7676,False,False,False,20,3,3,False,2,False
2004-03-18 21:00:00,135.0,1732.0,16.0,48.4,0.8768,False,False,False,21,3,3,False,2,False
2004-03-18 22:00:00,121.0,1621.0,14.5,57.8,0.9456,False,False,False,22,3,3,False,2,False
2004-03-18 23:00:00,99.0,1545.0,13.1,64.2,0.9606,False,False,False,23,3,3,False,2,False
2004-03-19 00:00:00,106.0,1606.0,12.0,69.7,0.9735,False,False,False,0,4,3,False,2,False
2004-03-19 01:00:00,96.0,1501.0,11.9,71.1,0.9915,False,False,False,1,4,3,False,2,False
2004-03-19 02:00:00,63.0,1380.0,12.5,69.3,1.0029,False,False,False,2,4,3,False,2,False
2004-03-19 03:00:00,47.5,1301.0,12.5,67.5,0.9768,False,False,False,3,4,3,False,2,False
2004-03-19 04:00:00,32.0,1280.0,12.3,67.7,0.9665,False,False,False,4,4,3,False,2,False
2004-03-19 05:00:00,28.0,1260.0,12.5,66.8,0.962,False,True,True,5,4,3,False,2,False
2004-03-19 06:00:00,61.0,1324.0,12.3,66.3,0.9487,False,False,False,6,4,3,False,2,False
2004-03-19 07:00:00,99.0,1539.0,12.4,64.9,0.9332,False,False,False,7,4,3,False,2,False
2004-03-19 08:00:00,157.0,2144.0,13.0,61.6,0.9209,False,False,False,8,4,3,False,2,False
2004-03-19 09:00:00,166.0,2456.0,13.6,58.8,0.912,False,False,False,9,4,3,False,2,False
2004-03-19 10:00:00,149.0,1980.0,13.9,57.1,0.9032,False,False,False,10,4,3,False,2,False
2004-03-19 11:00:00,135.0,1879.0,14.5,54.4,0.8917,False,False,False,11,4,3,False,2,False
2004-03-19 12:00:00,127.0,1751.0,15.5,50.1,0.8744,False,False,False,12,4,3,False,2,False
2004-03-19 13:00:00,122.0,1801.0,16.1,47.6,0.8655,False,False,False,13,4,3,False,2,False
2004-03-19 14:00:00,135.0,1875.0,16.3,47.1,0.864,False,False,False,14,4,3,False,2,False
2004-03-19 15:00:00,139.0,1957.0,16.4,47.5,0.8791,False,False,False,15,4,3,False,2,False
2004-03-19 16:00:00,147.0,1955.0,16.1,50.2,0.9094,False,False,False,16,4,3,False,2,False
2004-03-19 17:00:00,158.0,2005.0,16.0,50.7,0.9142,False,False,False,17,4,3,False,2,False
2004-03-19 18:00:00,146.0,1952.0,15.8,50.3,0.8989,False,False,False,18,4,3,False,2,False
2004-03-19 19:00:00,144.0,1997.0,15.5,50.6,0.884,False,False,False,19,4,3,False,2,False
2004-03-19 20:00:00,138.0,1942.0,15.4,51.4,0.8956,False,False,False,20,4,3,False,2,False
2004-03-19 21:00:00,143.0,1854.0,15.2,53.1,0.9117,False,False,False,21,4,3,False,2,False
2004-03-19 22:00:00,116.0,1604.0,14.7,57.6,0.9573,False,False,False,22,4,3,False,2,False
2004-03-19 23:00:00,109.0,1547.0,14.2,58.3,0.938,False,False,False,23,4,3,False,2,False
2004-03-20 00:00:00,92.0,1447.0,13.8,57.9,0.9085,False,False,False,0,5,3,True,2,False
2004-03-20 01:00:00,83.0,1429.0,13.9,55.9,0.8842,False,False,False,1,5,3,True,2,False
2004-03-20 02:00:00,81.0,1382.0,13.9,55.6,0.8765,False,False,False,2,5,3,True,2,False
2004-03-20 03:00:00,68.0,1359.0,13.8,55.1,0.8666,False,False,False,3,5,3,True,2,False
2004-03-20 04:00:00,55.0,1332.0,13.8,54.6,0.8574,False,False,False,4,5,3,True,2,False
2004-03-20 05:00:00,53.0,1351.0,13.6,55.1,0.856,False,False,False,5,5,3,True,2,False
2004-03-20 06:00:00,67.0,1342.0,13.6,59.0,0.9129,False,False,False,6,5,3,True,2,False
2004-03-20 07:00:00,91.0,1461.0,13.5,58.4,0.896,False,False,False,7,5,3,True,2,False
2004-03-20 08:00:00,113.0,1623.0,13.8,58.0,0.9083,False,False,False,8,5,3,True,2,False
2004-03-20 09:00:00,102.0,1689.0,14.6,53.1,0.8765,False,False,False,9,5,3,True,2,False
2004-03-20 10:00:00,107.0,1764.0,15.0,52.3,0.8881,False,False,False,10,5,3,True,2,False
2004-03-20 11:00:00,113.0,1768.0,15.4,52.1,0.9046,False,False,False,11,5,3,True,2,False
2004-03-20 12:00:00,108.0,1757.0,16.3,50.0,0.9158,False,False,False,12,5,3,True,2,False
2004-03-20 13:00:00,105.0,1735.0,17.1,47.9,0.9281,False,False,False,13,5,3,True,2,False
2004-03-20 14:00:00,93.0,1636.0,19.0,42.9,0.937,False,False,False,14,5,3,True,2,False
2004-03-20 15:00:00,87.0,1573.0,19.5,42.3,0.9476,False,False,False,15,5,3,True,2,False
2004-03-20 16:00:00,76.0,1539.0,19.5,42.3,0.9493,False,False,False,16,5,3,True,2,False
2004-03-20 17:00:00,94.0,1649.0,19.1,43.8,0.9556,False,False,False,17,5,3,True,2,False
2004-03-20 18:00:00,110.0,1774.0,18.5,46.3,0.9744,False,False,False,18,5,3,True,2,False
2004-03-20 19:00:00,136.0,1919.0,17.4,51.6,1.0159,False,False,False,19,5,3,True,2,False
2004-03-20 20:00:00,139.0,1885.0,17.1,51.3,0.9914,False,False,False,20,5,3,True,2,False
2004-03-20 21:00:00,125.0,1820.0,16.4,53.8,0.9964,False,False,False,21,5,3,True,2,False
2004-03-20 22:00:00,111.0,1712.0,16.2,55.4,1.0132,False,False,False,22,5,3,True,2,False
2004-03-20 23:00:00,97.0,1672.0,15.9,57.7,1.0356,False,False,False,23,5,3,True,2,False
2004-03-21 00:00:00,107.0,1714.0,15.7,58.6,1.0396,False,False,False,0,6,3,True,2,False
2004-03-21 01:00:00,90.0,1577.0,15.1,60.9,1.0398,False,False,False,1,6,3,True,2,False
2004-03-21 02:00:00,84.0,1526.0,15.6,56.6,0.9951,False,False,False,2,6,3,True,2,False
2004-03-21 03:00:00,85.5,1554.0,15.2,57.9,0.9941,False,False,False,3,6,3,True,2,False
2004-03-21 04:00:00,87.0,1539.0,15.4,57.8,1.0021,False,False,False,4,6,3,True,2,False
2004-03-21 05:00:00,66.0,1461.0,14.9,60.6,1.0196,False,False,False,5,6,3,True,2,False
2004-03-21 06:00:00,36.0,1390.0,14.5,63.0,1.0316,False,False,False,6,6,3,True,2,False
2004-03-21 07:00:00,62.0,1492.0,14.2,66.2,1.063,False,False,False,7,6,3,True,2,False
2004-03-21 08:00:00,91.0,1528.0,14.5,65.3,1.0704,False,False,False,8,6,3,True,2,False
2004-03-21 09:00:00,89.0,1560.0,15.3,62.1,1.073,False,False,False,9,6,3,True,2,False
2004-03-21 10:00:00,93.0,1633.0,16.3,59.0,1.0868,False,False,False,10,6,3,True,2,False
2004-03-21 11:00:00,81.0,1646.0,18.9,49.6,1.07,False,False,False,11,6,3,True,2,False
2004-03-21 12:00:00,82.0,1617.0,19.4,46.1,1.0249,False,False,False,12,6,3,True,2,False
2004-03-21 13:00:00,80.0,1568.0,20.8,41.6,1.0091,False,False,False,13,6,3,True,2,False
2004-03-21 14:00:00,48.0,1507.0,21.4,40.3,1.0126,False,True,True,14,6,3,True,2,False
2004-03-21 15:00:00,61.0,1669.0,21.2,39.3,0.9791,False,True,True,15,6,3,True,2,False
2004-03-21 16:00:00,89.0,1506.0,20.3,38.0,0.8942,False,False,False,16,6,3,True,2,False
2004-03-21 17:00:00,105.0,1607.0,19.4,41.3,0.9206,False,False,False,17,6,3,True,2,False
2004-03-21 18:00:00,116.0,1874.0,18.5,43.8,0.9252,False,False,False,18,6,3,True,2,False
2004-03-21 19:00:00,119.0,1744.0,17.8,48.1,0.9689,False,False,False,19,6,3,True,2,False
2004-03-21 20:00:00,144.0,1840.0,17.9,46.9,0.952,False,False,False,20,6,3,True,2,False
2004-03-21 21:00:00,123.0,1673.0,17.4,49.1,0.9688,False,False,False,21,6,3,True,2,False
2004-03-21 22:00:00,105.0,1594.0,17.0,51.7,0.9914,False,False,False,22,6,3,True,2,False
2004-03-21 23:00:00,93.0,1624.0,16.4,55.1,1.0198,False,False,False,23,6,3,True,2,False
2004-03-22 00:00:00,86.0,1582.0,16.1,60.0,1.0919,False,False,False,0,0,3,False,2,False
2004-03-22 01:00:00,76.0,1547.0,15.8,60.5,1.0805,False,False,False,1,0,3,False,2,False
2004-03-22 02:00:00,33.0,1355.0,16.3,57.0,1.0491,False,False,False,2,0,3,False,2,False
2004-03-22 03:00:00,30.0,1274.0,16.9,53.9,1.0309,False,False,False,3,0,3,False,2,False
2004-03-22 04:00:00,27.0,1304.0,16.1,55.9,1.0153,False,False,False,4,0,3,False,2,False
2004-03-22 05:00:00,23.0,1278.0,16.5,53.9,1.0049,False,False,False,5,0,3,False,2,False
2004-03-22 06:00:00,46.0,1373.0,16.4,54.0,0.9979,False,False,False,6,0,3,False,2,False
2004-03-22 07:00:00,76.0,1538.0,15.7,57.6,1.0195,False,False,False,7,0,3,False,2,False
2004-03-22 08:00:00,116.0,1996.0,15.8,53.7,0.9571,False,False,False,8,0,3,False,2,False
2004-03-22 09:00:00,115.0,1962.0,17.4,42.1,0.8281,False,False,False,9,0,3,False,2,False
2004-03-22 10:00:00,83.0,1484.0,17.9,38.4,0.7793,False,False,False,10,0,3,False,2,False
2004-03-22 11:00:00,87.0,1509.0,18.5,36.7,0.7764,False,False,False,11,0,3,False,2,False
2004-03-22 12:00:00,90.0,1577.0,21.0,29.6,0.7263,False,False,False,12,0,3,False,2,False
2004-03-22 13:00:00,87.0,1599.0,21.3,28.1,0.7067,False,False,False,13,0,3,False,2,False
2004-03-22 14:00:00,99.0,1607.0,21.3,26.1,0.6539,False,False,False,14,0,3,False,2,False
