DateTime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,CO(GT)_lag_1h,CO(GT)_lag_3h,CO(GT)_lag_6h,CO(GT)_lag_12h,C6H6(GT)_lag_1h,C6H6(GT)_lag_3h,C6H6(GT)_lag_6h,C6H6(GT)_lag_12h,NOx(GT)_lag_1h,NOx(GT)_lag_3h,NOx(GT)_lag_6h,NOx(GT)_lag_12h,NO2(GT)_lag_1h,NO2(GT)_lag_3h,NO2(GT)_lag_6h,NO2(GT)_lag_12h,CO(GT)_ma_4h,CO(GT)_ma_8h,CO(GT)_ma_12h,C6H6(GT)_ma_4h,C6H6(GT)_ma_8h,C6H6(GT)_ma_12h,NOx(GT)_ma_4h,NOx(GT)_ma_8h,NOx(GT)_ma_12h,NO2(GT)_ma_4h,NO2(GT)_ma_8h,NO2(GT)_ma_12h,CO(GT)_hourly_change,CO(GT)_hourly_pct_change,C6H6(GT)_hourly_change,C6H6(GT)_hourly_pct_change,NOx(GT)_hourly_change,NOx(GT)_hourly_pct_change,NO2(GT)_hourly_change,NO2(GT)_hourly_pct_change
2004-03-11 16:00:00,2.2,1292.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569,16,3,3,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,2.2,1.9,1.7,0.6499999999999999,8.8,7.3,6.3,1.3,184.0,146.0,112.0,21.0,126.0,112.0,98.0,34.0,2.3,2.025,1.7249999999999999,8.975000000000001,7.737500000000001,6.316666666666667,182.5,146.25,124.33333333333333,124.25,110.375,96.08333333333333,0.0,0.0,-0.5,-0.05681818181818177,9.0,0.048913043478260976,5.0,0.039682539682539764
2004-03-11 17:00:00,2.9,1383.0,11.2,1020.0,243.0,1008.0,135.0,1719.0,1104.0,9.8,67.6,0.8185,17,3,3,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,2.2,2.9,1.5,0.7,8.3,11.5,5.0,1.1,193.0,207.0,95.0,16.0,131.0,128.0,92.0,28.0,2.55,2.1125000000000003,1.9083333333333334,9.95,7.950000000000001,7.158333333333334,206.75,160.5,143.25,130.0,114.625,105.0,0.6999999999999997,0.3181818181818181,2.8999999999999986,0.3493975903614457,50.0,0.2590673575129534,4.0,0.03053435114503822
2004-03-11 18:00:00,4.8,1581.0,20.8,1319.0,281.0,799.0,151.0,2083.0,1409.0,10.3,64.2,0.8065,18,3,3,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,2.9,2.2,1.6,0.7,11.2,8.8,5.2,1.6,243.0,184.0,104.0,34.0,135.0,126.0,95.0,48.0,3.0250000000000004,2.5,2.25,12.275,9.7625,8.758333333333333,225.25,181.625,163.83333333333334,135.75,121.25,113.58333333333333,1.9,0.6551724137931034,9.600000000000001,0.8571428571428574,38.0,0.15637860082304522,16.0,0.11851851851851847
2004-03-11 19:00:00,6.9,1776.0,27.4,1488.0,383.0,702.0,172.0,2333.0,1704.0,9.7,69.3,0.8319,19,3,3,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,4.8,2.2,1.9,1.1,20.8,8.3,7.3,3.2,281.0,193.0,146.0,98.0,151.0,131.0,112.0,82.0,4.2,3.175,2.733333333333333,16.924999999999997,12.5625,10.775,275.0,217.625,187.58333333333334,147.25,131.25,121.08333333333333,2.1000000000000005,0.4375000000000002,6.599999999999998,0.3173076923076923,102.0,0.3629893238434163,21.0,0.13907284768211925
2004-03-11 20:00:00,6.1,1640.0,24.0,1404.0,351.0,743.0,165.0,2191.0,1654.0,9.6,67.8,0.8133,20,3,3,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6.9,2.9,2.9,2.0,27.4,11.2,11.5,8.0,383.0,243.0,207.0,174.0,172.0,135.0,128.0,112.0,5.175,3.7375,3.0749999999999997,20.85,14.9125,12.108333333333334,314.5,248.5,202.33333333333334,155.75,140.0,125.5,-0.8000000000000007,-0.11594202898550732,-3.3999999999999986,-0.12408759124087587,-32.0,-0.08355091383812008,-7.0,-0.04069767441860461
2004-03-11 21:00:00,3.9,1313.0,12.8,1076.0,240.0,957.0,136.0,1707.0,1285.0,9.1,64.0,0.7419,21,3,3,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,6.1,4.8,2.2,2.2,24.0,20.8,8.8,9.5,351.0,281.0,184.0,129.0,165.0,151.0,126.0,101.0,5.425000000000001,3.9875,3.2166666666666663,21.25,15.6,12.383333333333333,313.75,260.25,211.58333333333334,156.0,143.0,128.41666666666666,-2.1999999999999997,-0.360655737704918,-11.2,-0.4666666666666667,-111.0,-0.3162393162393162,-29.0,-0.17575757575757578
2004-03-11 22:00:00,1.5,965.0,4.7,749.0,94.0,1325.0,85.0,1333.0,821.0,8.2,63.4,0.6905,22,3,3,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,3.9,6.9,2.2,1.7,12.8,27.4,8.3,6.3,240.0,383.0,193.0,112.0,136.0,172.0,131.0,98.0,4.6000000000000005,3.8125,3.1999999999999997,17.225,14.75,12.250000000000002,267.0,246.125,210.08333333333334,139.5,137.625,127.33333333333333,-2.4,-0.6153846153846154,-8.100000000000001,-0.6328125,-146.0,-0.6083333333333334,-51.0,-0.375
2004-03-11 23:00:00,1.0,913.0,2.6,629.0,47.0,1565.0,53.0,1252.0,552.0,8.2,60.8,0.6657,23,3,3,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,1.5,6.1,2.9,1.5,4.7,24.0,11.2,5.0,94.0,351.0,243.0,95.0,85.0,165.0,135.0,92.0,3.125,3.6624999999999996,3.158333333333333,11.025,13.975,12.050000000000002,183.0,229.0,206.08333333333334,109.75,128.5,124.08333333333333,-0.5,-0.33333333333333337,-2.1,-0.44680851063829785,-47.0,-0.5,-32.0,-0.3764705882352941
2004-03-12 00:00:00,1.7,1080.0,5.9,805.0,122.0,1254.0,97.0,1375.0,816.0,8.3,58.5,0.6438,0,4,3,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,1.0,3.9,4.8,1.6,2.6,12.8,20.8,5.2,47.0,240.0,281.0,104.0,53.0,136.0,151.0,95.0,2.0250000000000004,3.6,3.1666666666666665,6.5,13.675,12.108333333333334,125.75,220.125,207.58333333333334,92.75,124.25,124.25,0.7,0.7,3.3000000000000003,1.2692307692307692,75.0,1.5957446808510638,44.0,0.8301886792452831
2004-03-12 01:00:00,1.9,1044.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,1,4,3,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,1.7,1.5,6.9,1.9,5.9,4.7,27.4,7.3,122.0,94.0,383.0,146.0,97.0,85.0,172.0,112.0,1.5250000000000001,3.475,3.1666666666666665,4.9,13.075000000000001,12.033333333333333,99.0,206.375,206.5,86.25,121.125,124.08333333333333,0.19999999999999996,0.11764705882352944,0.5,0.0847457627118644,11.0,0.0901639344262295,13.0,0.134020618556701
2004-03-12 02:00:00,1.4,988.0,4.1,718.0,82.0,1396.0,91.0,1304.0,692.0,7.1,61.8,0.6276,2,4,3,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.9,1.0,6.1,2.9,6.4,2.6,24.0,11.5,133.0,47.0,351.0,207.0,110.0,53.0,165.0,128.0,1.5000000000000002,3.05,3.0416666666666665,4.75,10.9875,11.416666666666666,96.0,181.5,196.08333333333334,87.75,113.625,121.0,-0.5,-0.26315789473684215,-2.3000000000000007,-0.3593750000000001,-51.0,-0.3834586466165414,-19.0,-0.17272727272727273
2004-03-12 03:00:00,0.8,889.0,1.9,574.0,51.5,1680.0,61.5,1187.0,512.0,7.0,62.3,0.6261,3,4,3,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,1.4,1.7,3.9,2.2,4.1,5.9,12.8,8.8,82.0,122.0,240.0,184.0,91.0,97.0,136.0,126.0,1.4500000000000002,2.2875,2.9250000000000003,4.575,7.8,10.841666666666667,97.125,140.0625,185.04166666666666,89.875,99.8125,115.625,-0.5999999999999999,-0.4285714285714285,-2.1999999999999997,-0.5365853658536586,-30.5,-0.3719512195121951,-29.5,-0.32417582417582413
2004-03-12 04:00:00,0.7,831.0,1.1,506.0,21.0,1893.0,32.0,1134.0,384.0,6.1,65.9,0.6248,4,4,3,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8,1.9,1.5,2.2,1.9,6.4,4.7,8.3,51.5,133.0,94.0,193.0,61.5,110.0,85.0,131.0,1.2000000000000002,1.6125,2.7999999999999994,3.375,4.9375,10.241666666666665,71.875,98.8125,170.70833333333334,73.625,83.1875,107.375,-0.10000000000000009,-0.1250000000000001,-0.7999999999999998,-0.42105263157894735,-30.5,-0.5922330097087378,-29.5,-0.4796747967479674
2004-03-12 05:00:00,0.6,847.0,1.0,501.0,30.0,1895.0,44.0,1155.0,394.0,6.3,65.0,0.6233,5,4,3,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.7,1.4,1.0,2.9,1.1,4.1,2.6,11.2,21.0,82.0,47.0,243.0,32.0,91.0,53.0,135.0,0.8750000000000001,1.2,2.608333333333333,2.025,3.4625000000000004,9.391666666666667,46.125,72.5625,152.95833333333334,57.125,71.6875,99.79166666666667,-0.09999999999999998,-0.1428571428571428,-0.10000000000000009,-0.09090909090909094,9.0,0.4285714285714286,12.0,0.375
2004-03-12 06:00:00,0.8,927.0,1.8,571.0,56.0,1685.0,71.0,1223.0,487.0,6.8,62.9,0.6234,6,4,3,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.6,0.8,1.7,4.8,1.0,1.9,5.9,20.8,30.0,51.5,122.0,281.0,44.0,61.5,97.0,151.0,0.7250000000000002,1.1124999999999998,2.275,1.45,3.1,7.808333333333334,39.625,67.8125,134.20833333333334,52.125,69.9375,93.125,0.20000000000000007,0.3333333333333335,0.8,0.8,26.0,0.8666666666666667,27.0,0.6136363636363635
2004-03-12 07:00:00,1.4,1091.0,4.4,730.0,109.0,1387.0,104.0,1361.0,748.0,6.4,65.1,0.6316,7,4,3,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8,0.7,1.9,6.9,1.8,1.1,6.4,27.4,56.0,21.0,133.0,383.0,71.0,32.0,110.0,172.0,0.8750000000000002,1.1624999999999999,1.8166666666666667,2.075,3.325,5.891666666666667,54.0,75.5625,111.375,62.75,76.3125,87.45833333333333,0.5999999999999999,0.7499999999999998,2.6000000000000005,1.4444444444444446,53.0,0.9464285714285714,33.0,0.46478873239436624
2004-03-12 08:00:00,4.4,1587.0,17.9,1236.0,307.0,897.0,141.0,1900.0,1400.0,7.3,63.1,0.6499,8,4,3,0,0.8660254037844387,-0.49999999999999983,-0.433883739117558,-0.9009688679024191,1.4,0.6,1.4,6.1,4.4,1.0,4.1,24.0,109.0,30.0,82.0,351.0,104.0,44.0,91.0,165.0,1.8000000000000003,1.5,1.675,6.275,4.825,5.383333333333333,125.5,98.6875,107.70833333333333,90.0,81.8125,85.45833333333333,3.0000000000000004,2.1428571428571432,13.499999999999998,3.0681818181818175,198.0,1.8165137614678901,37.0,0.35576923076923084
2004-03-12 09:00:00,3.75,1545.0,22.1,1353.0,247.0,767.0,131.5,2058.0,1588.0,9.2,56.2,0.6561,9,4,3,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,4.4,0.8,0.8,3.9,17.9,1.8,1.9,12.8,307.0,56.0,51.5,240.0,141.0,71.0,61.5,136.0,2.5875000000000004,1.73125,1.6625000000000003,11.55,6.7875000000000005,6.158333333333334,179.75,112.9375,108.29166666666667,111.875,84.5,85.08333333333333,-0.6500000000000004,-0.14772727272727282,4.200000000000003,0.23463687150837997,-60.0,-0.19543973941368076,-9.5,-0.06737588652482274
2004-03-12 10:00:00,3.1,1350.0,14.0,1118.0,187.0,912.0,122.0,1712.0,1237.0,13.2,41.7,0.632,10,4,3,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.75,1.4,0.7,1.5,22.1,4.4,1.1,4.7,247.0,109.0,21.0,94.0,131.5,104.0,32.0,85.0,3.1625,1.9437499999999999,1.7958333333333334,14.600000000000001,8.025,6.933333333333334,212.5,126.0625,116.04166666666667,124.625,88.375,88.16666666666667,-0.6499999999999999,-0.17333333333333334,-8.100000000000001,-0.36651583710407243,-60.0,-0.24291497975708498,-9.5,-0.07224334600760451
2004-03-12 11:00:00,2.7,1263.0,11.6,1037.0,216.0,969.0,143.0,1598.0,1167.0,14.3,38.4,0.6243,11,4,3,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,3.1,4.4,0.6,1.0,14.0,17.9,1.0,2.6,187.0,307.0,30.0,47.0,122.0,141.0,44.0,53.0,3.4875000000000003,2.18125,1.9375,16.4,9.2375,7.683333333333334,239.25,146.625,130.125,134.375,98.5625,95.66666666666667,-0.3999999999999999,-0.12903225806451613,-2.4000000000000004,-0.17142857142857149,29.0,0.15508021390374327,21.0,0.1721311475409837
2004-03-12 12:00:00,2.1,1206.0,10.2,986.0,143.0,1035.0,113.0,1537.0,959.0,15.0,36.5,0.6195,12,4,3,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,2.7,3.75,0.8,1.7,11.6,22.1,1.8,5.9,216.0,247.0,56.0,122.0,143.0,131.5,71.0,97.0,2.9125,2.35625,1.9708333333333332,14.475,10.375,8.041666666666666,198.25,161.875,131.875,127.375,108.6875,97.0,-0.6000000000000001,-0.2222222222222222,-1.4000000000000004,-0.12068965517241381,-73.0,-0.3379629629629629,-30.0,-0.2097902097902098
2004-03-12 13:00:00,2.5,1252.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262,13,4,3,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,2.1,3.1,1.4,1.9,10.2,14.0,4.4,6.4,143.0,187.0,109.0,133.0,113.0,122.0,104.0,110.0,2.6000000000000005,2.59375,2.0208333333333335,11.7,11.625,8.424999999999999,176.5,178.125,134.125,123.5,117.6875,97.5,0.3999999999999999,0.19047619047619047,0.8000000000000007,0.07843137254901977,17.0,0.11888111888111896,3.0,0.026548672566371723
2004-03-12 14:00:00,2.7,1287.0,12.8,1078.0,163.0,949.0,123.0,1660.0,1061.0,16.3,35.7,0.656,14,4,3,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,2.5,2.7,4.4,1.4,11.0,11.6,17.9,4.1,160.0,216.0,307.0,82.0,116.0,143.0,141.0,91.0,2.5000000000000004,2.83125,2.129166666666667,11.4,13.0,9.15,170.5,191.5,140.875,123.75,124.1875,100.16666666666667,0.20000000000000018,0.08000000000000007,1.8000000000000007,0.1636363636363638,3.0,0.018750000000000044,7.0,0.06034482758620685
2004-03-12 15:00:00,2.9,1353.0,14.2,1122.0,190.0,922.0,126.0,1740.0,1139.0,15.8,37.0,0.661,15,4,3,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,2.7,2.1,3.75,0.8,12.8,10.2,22.1,1.9,163.0,143.0,247.0,51.5,123.0,113.0,131.5,61.5,2.5500000000000003,3.0187500000000003,2.3041666666666667,12.049999999999999,14.225000000000001,10.174999999999999,164.0,201.625,152.41666666666666,119.5,126.9375,105.54166666666667,0.19999999999999973,0.07407407407407396,1.3999999999999986,0.10937499999999978,27.0,0.16564417177914104,3.0,0.024390243902439046
2004-03-12 16:00:00,2.8,1309.0,12.7,1073.0,178.0,954.0,120.0,1657.0,1112.0,15.9,37.2,0.6657,16,4,3,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,2.9,2.5,3.1,0.7,14.2,11.0,14.0,1.1,190.0,160.0,187.0,21.0,126.0,116.0,122.0,32.0,2.725,2.8187499999999996,2.4791666666666665,12.675,13.575,11.141666666666666,172.75,185.5,165.5,121.25,124.3125,112.875,-0.10000000000000009,-0.034482758620689724,-1.5,-0.10563380281690138,-12.0,-0.06315789473684208,-6.0,-0.04761904761904767
2004-03-12 17:00:00,2.4,1274.0,11.7,1041.0,150.0,1006.0,119.0,1610.0,994.0,16.9,34.3,0.6549,17,4,3,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,2.8,2.7,2.7,0.6,12.7,12.8,11.6,1.0,178.0,163.0,216.0,30.0,120.0,123.0,143.0,44.0,2.7,2.65,2.629166666666667,12.85,12.275,12.033333333333333,170.25,173.375,175.5,122.0,122.75,119.125,-0.3999999999999999,-0.1428571428571428,-1.0,-0.07874015748031493,-28.0,-0.1573033707865169,-1.0,-0.008333333333333304
2004-03-12 18:00:00,3.9,1510.0,19.3,1277.0,206.0,812.0,149.0,1910.0,1410.0,15.1,39.6,0.6766,18,4,3,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,2.4,2.9,2.1,0.8,11.7,14.2,10.2,1.8,150.0,190.0,143.0,56.0,119.0,126.0,113.0,71.0,3.0000000000000004,2.75,2.8874999999999997,14.475,12.9375,13.491666666666665,181.0,175.75,188.0,128.5,126.125,125.625,1.5,0.625,7.600000000000001,0.6495726495726497,56.0,0.3733333333333333,30.0,0.25210084033613445
2004-03-12 19:00:00,3.7,1525.0,18.2,1246.0,202.0,821.0,145.0,1847.0,1448.0,14.4,43.4,0.7084,19,4,3,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,3.9,2.8,2.5,1.4,19.3,12.7,11.0,4.4,206.0,178.0,160.0,109.0,149.0,120.0,116.0,104.0,3.2,2.875,3.079166666666667,15.475000000000001,13.7625,14.641666666666667,184.0,174.0,195.75,133.25,126.375,129.04166666666666,-0.19999999999999973,-0.05128205128205121,-1.1000000000000014,-0.05699481865284983,-4.0,-0.01941747572815533,-4.0,-0.02684563758389258
2004-03-12 20:00:00,6.6,1843.0,32.6,1610.0,340.0,624.0,170.0,2390.0,1887.0,12.9,50.5,0.7478,20,4,3,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,3.7,2.4,2.7,4.4,18.2,11.7,12.8,17.9,202.0,150.0,163.0,307.0,145.0,119.0,123.0,141.0,4.15,3.4375,3.2625000000000006,20.45,16.5625,15.866666666666667,224.5,198.625,198.5,145.75,133.5,131.45833333333334,2.8999999999999995,0.7837837837837835,14.400000000000002,0.7912087912087913,138.0,0.6831683168316831,25.0,0.17241379310344818
2004-03-12 21:00:00,4.4,1598.0,20.1,1299.0,274.0,752.0,149.0,1941.0,1627.0,12.1,53.3,0.7536,21,4,3,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,6.6,3.9,2.9,3.75,32.6,19.3,14.2,22.1,340.0,206.0,190.0,247.0,170.0,149.0,126.0,131.5,4.65,3.675,3.316666666666667,22.549999999999997,17.7,15.700000000000001,255.5,212.875,200.75,153.25,137.625,132.91666666666666,-2.1999999999999993,-0.33333333333333326,-12.5,-0.3834355828220859,-66.0,-0.1941176470588235,-21.0,-0.12352941176470589
2004-03-12 22:00:00,3.5,1484.0,14.3,1127.0,253.0,839.0,139.0,1723.0,1491.0,11.0,59.1,0.774,22,4,3,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,4.4,3.7,2.8,3.1,20.1,18.2,12.7,14.0,274.0,202.0,178.0,187.0,149.0,145.0,120.0,122.0,4.550000000000001,3.7750000000000004,3.35,21.3,17.887500000000003,15.725,267.25,224.125,206.25,150.75,139.625,134.33333333333334,-0.9000000000000004,-0.20454545454545459,-5.800000000000001,-0.2885572139303483,-21.0,-0.07664233576642332,-10.0,-0.06711409395973156
