DateTime,CO(GT)_mean,CO(GT)_max,CO(GT)_std,C6H6(GT)_mean,C6H6(GT)_max,C6H6(GT)_std,NOx(GT)_mean,NOx(GT)_max,NOx(GT)_std,NO2(GT)_mean,NO2(GT)_max,NO2(GT)_std,PT08.S1(CO)_mean,PT08.S1(CO)_max,PT08.S1(CO)_std,PT08.S2(NMHC)_mean,PT08.S2(NMHC)_max,PT08.S2(NMHC)_std,PT08.S3(NOx)_mean,PT08.S3(NOx)_max,PT08.S3(NOx)_std,PT08.S4(NO2)_mean,PT08.S4(NO2)_max,PT08.S4(NO2)_std,PT08.S5(O3)_mean,PT08.S5(O3)_max,PT08.S5(O3)_std,T_mean,T_max,T_std,RH_mean,RH_max,RH_std,AH_mean,AH_max,AH_std,day_of_week,month,is_weekend,CO(GT)_mean_lag_1d,CO(GT)_mean_lag_2d,CO(GT)_mean_lag_7d,C6H6(GT)_mean_lag_1d,C6H6(GT)_mean_lag_2d,C6H6(GT)_mean_lag_7d,NOx(GT)_mean_lag_1d,NOx(GT)_mean_lag_2d,NOx(GT)_mean_lag_7d,NO2(GT)_mean_lag_1d,NO2(GT)_mean_lag_2d,NO2(GT)_mean_lag_7d
2004-03-27,1.8062500000000001,3.0,0.6400258996118149,7.7625,12.9,3.5444767198263984,109.75,196.0,40.40366965684095,92.10416666666667,133.0,22.237834567059007,1095.125,1306.0,104.1492710112458,873.125,1079.0,157.57546501252355,1046.0833333333333,1417.0,169.58925229139277,1425.8333333333333,1633.0,130.15865458093378,900.75,1286.0,179.84226180304444,12.583333333333334,19.1,4.4116118188911075,46.541666666666664,66.6,14.471408593038433,0.64155,0.7326,0.04577966132797784,5,3,1,1.8791666666666667,1.9041666666666668,2.06875,8.424999999999999,8.095833333333333,8.754166666666666,118.375,111.95833333333333,128.91666666666666,91.54166666666667,87.29166666666667,96.08333333333333
2004-03-28,1.5625,2.3,0.4697941269738591,5.566666666666666,9.5,2.1481370425611095,86.75,133.0,24.891503701499015,78.91666666666667,103.0,14.092602643776,1059.7083333333333,1293.0,113.98340045686544,783.4583333333334,958.0,102.33957930709715,1121.75,1325.0,136.19112210100354,1348.0833333333333,1514.0,103.19711685670408,783.75,1200.0,249.74234548917568,13.458333333333334,21.3,4.414001109775738,45.725,68.0,15.052177366688875,0.6638875,0.7294,0.05896967026251345,6,3,1,1.8062500000000001,1.8791666666666667,1.9645833333333333,7.7625,8.424999999999999,7.595833333333334,109.75,118.375,115.58333333333333,92.10416666666667,91.54166666666667,89.02083333333333
2004-03-29,1.4666666666666668,4.1,0.817560882810234,5.570833333333333,19.7,4.339252506923351,91.35416666666667,259.0,52.19038708060315,83.0625,134.0,23.93846845015634,992.0,1326.0,129.64399414315844,762.2083333333334,1289.0,192.41666274376885,1194.0833333333333,1643.0,240.21021892368012,1275.5833333333333,1806.0,179.21153802788157,630.7083333333334,1431.0,246.8887232472692,13.387500000000001,18.2,3.07886377969423,37.666666666666664,56.8,9.470625830597912,0.5602791666666667,0.6341,0.048830024434070134,0,3,0,1.5625,1.8062500000000001,2.064583333333333,5.566666666666666,7.7625,9.4125,86.75,109.75,120.16666666666667,78.91666666666667,92.10416666666667,88.0
2004-03-30,1.9295454545454547,4.0,1.0885397701365032,8.44090909090909,23.8,6.507845747792143,116.38636363636364,249.0,66.56037928759942,96.0909090909091,146.0,23.33178720913369,1153.090909090909,1584.0,203.6652035854803,874.9545454545455,1399.0,260.6651706094068,1050.3636363636363,1468.0,267.9240378228315,1409.2727272727273,1947.0,258.34402714914154,941.6818181818181,1675.0,346.3802461050209,15.363636363636363,22.4,3.4498509911982955,35.00454545454546,46.1,8.017212273645539,0.5981136363636363,0.7833,0.11146694276333381,1,3,0,1.4666666666666668,1.5625,1.9375,5.570833333333333,5.566666666666666,8.9625,91.35416666666667,86.75,122.60416666666667,83.0625,78.91666666666667,95.0625
2004-03-31,1.925,4.1,0.9538252506070763,7.870833333333334,19.9,4.929721675419562,117.79166666666667,230.0,62.870452842171495,94.41666666666667,125.0,26.02493230441292,1181.125,1636.0,212.6219982279227,863.2916666666666,1295.0,216.83022394143472,1015.4583333333334,1699.0,284.1282593365594,1513.5416666666667,1957.0,258.47764669421554,904.25,1489.0,304.15874716710164,13.5875,15.7,1.4608849313374055,55.025,78.1,13.200864596190529,0.8417916666666666,1.0746,0.15310563820210984,2,3,0,1.9295454545454547,1.4666666666666668,2.0520833333333335,8.44090909090909,5.570833333333333,8.625,116.38636363636364,91.35416666666667,125.4375,96.0909090909091,83.0625,95.14583333333333
2004-04-01,2.5500000000000003,6.2,1.5659418613229161,12.0375,31.9,7.709399260417231,156.8125,378.0,92.81969577580526,94.875,164.0,33.29618400906052,1240.8958333333333,1722.0,217.28378704431412,1016.4375,1595.0,260.80963249499416,878.7083333333334,1237.0,181.75723875702917,1609.7708333333333,2439.0,305.9376616370907,1134.9375,1798.0,312.1901442091091,16.416666666666668,23.6,5.174764574915183,48.57916666666667,73.1,15.2688366678148,0.8522958333333334,0.8892,0.025525617637916248,3,4,0,1.925,1.9295454545454547,1.9041666666666668,7.870833333333334,8.44090909090909,8.095833333333333,117.79166666666667,116.38636363636364,111.95833333333333,94.41666666666667,96.0909090909091,87.29166666666667
2004-04-02,2.716666666666667,5.5,1.369121161045723,13.208333333333334,25.4,7.0396959338155884,149.22916666666666,271.0,63.05345888637857,115.91666666666667,168.0,32.812930466465524,1288.9166666666667,1693.0,214.62118633347546,1059.2916666666667,1439.0,254.6546645722512,844.1666666666666,1197.0,185.6007090191354,1708.7083333333333,2083.0,239.53169512825335,1197.375,1723.0,280.3007410528604,17.941666666666666,27.6,5.564633404595152,49.104166666666664,73.7,16.85040263140853,0.9348875,1.0254,0.06338882985195425,4,4,0,2.5500000000000003,1.925,1.8791666666666667,12.0375,7.870833333333334,8.424999999999999,156.8125,117.79166666666667,118.375,94.875,94.41666666666667,91.54166666666667
2004-04-03,2.4583333333333335,3.1,0.9486451055225468,10.887500000000001,26.7,5.378161355446431,168.9876700680272,214.0612244897959,65.87704159633212,98.53528911564626,108.20408163265306,14.45392662767874,1307.2083333333333,1697.0,177.84555565621167,989.7083333333334,1471.0,197.64185421168233,862.4583333333334,1145.0,135.6542853909435,1659.125,2153.0,187.6984891417269,1140.4583333333333,1548.0,201.930461376891,19.133333333333333,25.8,4.17629611921405,45.699999999999996,61.7,12.555857804920826,0.9607041666666666,1.0912,0.07581115255323105,5,4,1,2.716666666666667,2.5500000000000003,1.8062500000000001,13.208333333333334,12.0375,7.7625,149.22916666666666,156.8125,109.75,115.91666666666667,94.875,92.10416666666667
2004-04-04,3.1,3.1,0.0,7.2124999999999995,13.0,2.6517119162828617,214.0612244897959,214.0612244897959,0.0,108.20408163265306,108.20408163265306,0.0,1202.7916666666667,1420.0,112.41266336164253,856.7916666666666,1085.0,116.49145487103765,939.7083333333334,1171.0,103.93287096326495,1562.375,1756.0,88.5088118924251,824.7916666666666,1057.0,135.83077040349065,18.89166666666667,26.1,4.496560682456592,50.1625,69.1,13.188328585137887,1.0414875,1.085,0.02151544061325746,6,4,1,2.4583333333333335,2.716666666666667,1.5625,10.887500000000001,13.208333333333334,5.566666666666666,168.9876700680272,149.22916666666666,86.75,98.53528911564626,115.91666666666667,78.91666666666667
2004-04-05,2.9,4.1,0.6150291615567649,10.845833333333333,25.8,6.62163641712377,186.1887755102041,236.0,51.58873043687955,111.67091836734694,132.0,13.212599286686345,1283.625,1631.0,223.8118022493161,970.5416666666666,1449.0,263.0628919952936,877.2083333333334,1536.0,266.0354633382987,1703.4583333333333,2299.0,262.5200578948235,1069.9583333333333,1615.0,377.4164438673138,16.8625,22.2,2.5392248902919685,53.95416666666667,65.3,7.587689066001504,1.0167625,1.0717,0.03430480778194983,0,4,0,3.1,2.4583333333333335,1.4666666666666668,7.2124999999999995,10.887500000000001,5.570833333333333,214.0612244897959,168.9876700680272,91.35416666666667,108.20408163265306,98.53528911564626,83.0625
2004-04-06,2.2333333333333334,6.2,1.436077588634998,10.941666666666668,33.7,7.849503815205617,132.02083333333334,329.0,82.75165559445435,93.58333333333333,134.0,31.809099964942583,1200.5416666666667,1757.0,225.77383434614902,969.875,1636.0,280.16273415409063,889.5833333333334,1357.0,235.4507087096662,1663.7916666666667,2560.0,296.3014004819016,941.2083333333334,1806.0,354.32078062076766,16.925,20.9,2.088529751221928,48.20416666666667,61.6,8.91849466566243,0.9090541666666666,1.0408,0.08104930855144094,1,4,0,2.9,3.1,1.9295454545454547,10.845833333333333,7.2124999999999995,8.44090909090909,186.1887755102041,214.0612244897959,116.38636363636364,111.67091836734694,108.20408163265306,96.0909090909091
2004-04-07,1.6375,3.3,0.9734798629033169,6.9750000000000005,15.7,4.574242631537369,97.27083333333333,185.0,53.79327967698006,82.72916666666667,129.0,32.7749172275898,1051.7916666666667,1307.0,153.84294056705644,823.1666666666666,1171.0,215.302348917227,1090.125,1826.0,319.01455772970337,1470.25,1821.0,194.80742999846967,685.4583333333334,1033.0,227.87124113461945,14.320833333333333,18.1,2.7167722483261936,54.71666666666667,76.4,12.821404205355257,0.8671875,0.9953,0.06843316836599554,2,4,0,2.2333333333333334,2.9,1.925,10.941666666666668,10.845833333333333,7.870833333333334,132.02083333333334,186.1887755102041,117.79166666666667,93.58333333333333,111.67091836734694,94.41666666666667
2004-04-08,2.3391304347826085,5.1,1.2726990397771982,11.051478260869565,27.1,6.910224656718776,142.41304347826087,308.0,75.7226776668884,101.28260869565217,154.0,26.84586733345331,1133.031304347826,1512.0,183.19788802137998,982.944347826087,1482.0,250.19318055938092,923.6052173913042,1366.0,202.88904063035326,1565.9982608695652,2189.0,231.65373076783405,1048.9652173913043,1605.0,271.10502930966817,14.326782608695654,21.5,5.355176586143047,49.998956521739125,80.6,21.332848498113844,0.7393452173913044,0.8825,0.0955255850006862,3,4,0,1.6375,2.2333333333333334,2.5500000000000003,6.9750000000000005,10.941666666666668,12.0375,97.27083333333333,132.02083333333334,156.8125,82.72916666666667,93.58333333333333,94.875
2004-04-09,2.4541666666666666,4.3,0.9385368662313499,7.1610000000000005,8.4,0.659209803641748,179.66666666666666,294.0,55.97566759154231,111.58333333333333,139.0,19.232935218043266,1106.3799999999999,1176.0,37.04131277606011,862.13,917.0,29.193577018420335,940.93,982.84,39.8664976488104,1472.0900000000001,1560.0,46.77250511553351,1044.8,1151.0,56.503697455007035,13.238999999999999,13.932,0.6592098036417467,54.979000000000006,67.9,6.87461652369251,0.82486,0.9523,0.06780443694600834,4,4,0,2.3391304347826085,1.6375,2.716666666666667,11.051478260869565,6.9750000000000005,13.208333333333334,142.41304347826087,97.27083333333333,149.22916666666666,101.28260869565217,82.72916666666667,115.91666666666667
2004-04-10,1.7541666666666667,2.9,0.5141300517815776,7.445833333333333,11.6,2.247700112804519,115.39583333333333,187.0,34.63065341279459,89.52083333333333,133.0,22.573300488132794,1051.4166666666667,1247.0,98.00528675476676,869.75,1037.0,99.13857232046023,973.9583333333334,1163.0,106.71843456199271,1467.8333333333333,1663.0,108.52275524422105,872.625,1219.0,203.15314687928546,15.091666666666667,22.1,4.074087432272054,49.166666666666664,73.4,18.910950742123322,0.7815083333333334,0.9503,0.14250952040406675,5,4,1,2.4541666666666666,2.3391304347826085,2.4583333333333335,7.1610000000000005,11.051478260869565,10.887500000000001,179.66666666666666,142.41304347826087,168.9876700680272,111.58333333333333,101.28260869565217,98.53528911564626
2004-04-11,1.1895833333333334,2.6,0.44182899669311043,4.058333333333334,9.2,1.5997055888551786,63.895833333333336,161.0,27.767661503308464,67.625,118.0,18.525687219547933,940.0,1153.0,85.59510347636967,707.9583333333334,945.0,79.79074762024167,1202.8333333333333,1452.0,116.94988397736373,1265.6666666666667,1425.0,91.13185224033157,631.7083333333334,913.0,172.79177696987142,14.775,22.7,5.390107686267986,43.762499999999996,71.0,18.45659567507083,0.6673416666666667,0.7531,0.07639253273698299,6,4,1,1.7541666666666667,2.4541666666666666,3.1,7.445833333333333,7.1610000000000005,7.2124999999999995,115.39583333333333,179.66666666666666,214.0612244897959,89.52083333333333,111.58333333333333,108.20408163265306
2004-04-12,0.8624999999999999,1.8,0.37971671362832543,2.345833333333333,5.2,1.2265111944637632,62.375,127.0,29.60583447198556,65.02083333333333,93.0,18.66901593006716,930.0416666666666,1115.0,98.85803574765208,599.75,776.0,87.46837937966123,1376.25,1923.0,231.53556398813623,1217.7916666666667,1384.0,120.11986012771352,462.5833333333333,697.0,120.927904021423,12.2125,14.6,1.5869885345192787,52.979166666666664,70.5,12.142164378606534,0.7398625,0.9173,0.12651192008626325,0,4,0,1.1895833333333334,1.7541666666666667,2.9,4.058333333333334,7.445833333333333,10.845833333333333,63.895833333333336,115.39583333333333,186.1887755102041,67.625,89.52083333333333,111.67091836734694
2004-04-13,2.0541666666666667,5.0,1.3918955378927675,9.404166666666667,22.1,6.646704261228408,139.4375,328.0,84.50923701764411,91.22916666666667,144.0,34.709345680035966,1111.0,1496.0,205.27118860075137,912.8333333333334,1354.0,266.88520031078446,988.875,1581.0,304.1017153204986,1542.2083333333333,2057.0,273.68372402666085,941.9583333333334,1579.0,393.91474239403925,13.058333333333332,16.6,2.2747989240650566,53.050000000000004,68.7,9.66832569471728,0.7821875,0.851,0.04796317711219362,1,4,0,0.8624999999999999,1.1895833333333334,2.2333333333333334,2.345833333333333,4.058333333333334,10.941666666666668,62.375,63.895833333333336,132.02083333333334,65.02083333333333,67.625,93.58333333333333
2004-04-14,2.2425595238095237,5.0,1.131289437079041,10.3125,27.7,6.219486383099912,150.49404761904762,275.0,66.62854398386801,89.65178571428572,119.0,17.17380145449753,1143.75,1529.0,185.15616205739977,959.4583333333334,1497.0,233.92603423465633,898.25,1349.0,207.51495493515435,1582.0833333333333,2278.0,234.72702307642137,1104.2916666666667,1641.0,250.1110152063204,15.487499999999999,21.4,4.165835424330719,47.35833333333333,65.8,14.533646619412862,0.7877291666666667,0.8453,0.05087856368603204,2,4,0,2.0541666666666667,0.8624999999999999,1.6375,9.404166666666667,2.345833333333333,6.9750000000000005,139.4375,62.375,97.27083333333333,91.22916666666667,65.02083333333333,82.72916666666667
2004-04-15,3.8434523809523813,7.3,1.226890943467903,14.579166666666666,33.7,9.176386480558659,247.57142857142856,351.0,62.57169800560273,121.84523809523809,158.0,17.07005619485519,1325.9583333333333,1875.0,295.15588794466856,1085.25,1637.0,326.9277609343771,814.0833333333334,1416.0,276.53695667269704,1732.4166666666667,2446.0,341.5612385944063,1351.6666666666667,2086.0,409.50751616679935,14.841666666666667,21.5,3.863982701674603,51.22083333333333,67.4,11.74211962076719,0.8357916666666667,1.013,0.07882024081616874,3,4,0,2.2425595238095237,2.0541666666666667,2.3391304347826085,10.3125,9.404166666666667,11.051478260869565,150.49404761904762,139.4375,142.41304347826087,89.65178571428572,91.22916666666667,101.28260869565217
2004-04-16,3.3041666666666667,6.4,1.6139282799287036,13.341666666666667,26.8,6.826159189131346,198.33333333333334,352.0,86.74483654181768,112.125,149.0,24.931754677606385,1330.0833333333333,1689.0,208.4653900305268,1069.0,1474.0,234.16270820317118,763.2916666666666,1159.0,153.52877627639555,1793.0833333333333,2298.0,264.50033560703076,1221.625,1600.0,201.19033006842918,14.091666666666667,19.2,1.8040815239139107,69.34166666666667,81.0,11.32246388405797,1.0991541666666667,1.2654,0.12352085892908822,4,4,0,3.8434523809523813,2.2425595238095237,2.4541666666666666,14.579166666666666,10.3125,7.1610000000000005,247.57142857142856,150.49404761904762,179.66666666666666,121.84523809523809,89.65178571428572,111.58333333333333
2004-04-17,1.900765306122449,2.6,0.16541585126414804,6.479166666666667,10.7,1.8950689253650006,105.07397959183673,169.0,14.139521160103017,83.16156462585035,100.0,3.788960987531426,1064.75,1297.0,97.36897550711086,828.625,1003.0,85.91341065534988,960.9166666666666,1158.0,95.41940221380855,1553.1666666666667,1706.0,85.19729872563414,838.1666666666666,1177.0,177.4965196637771,15.545833333333334,19.7,2.704582129045747,64.27916666666667,82.4,15.136451228643448,1.0987625,1.2348,0.08750968548879502,5,4,1,3.3041666666666667,3.8434523809523813,1.7541666666666667,13.341666666666667,14.579166666666666,7.445833333333333,198.33333333333334,247.57142857142856,115.39583333333333,112.125,121.84523809523809,89.52083333333333
2004-04-18,1.846938775510204,1.846938775510204,0.0,6.016666666666667,13.5,2.7696596348204277,101.20408163265306,101.20408163265306,0.0,82.0204081632653,82.0204081632653,0.0,1071.1666666666667,1342.0,121.96281210365672,800.625,1102.0,130.20612838712785,994.375,1309.0,153.7891873001311,1559.0416666666667,1824.0,108.84831055255246,768.9583333333334,1156.0,211.66903599039108,15.595833333333333,17.5,1.2149357351645034,64.1375,77.2,7.714008290962842,1.12185,1.2695,0.06645241514242259,6,4,1,1.900765306122449,3.3041666666666667,1.1895833333333334,6.479166666666667,13.341666666666667,4.058333333333334,105.07397959183673,198.33333333333334,63.895833333333336,83.16156462585035,112.125,67.625
2004-04-19,1.8469387755102042,1.846938775510204,0.0,7.055555555555555,18.7,6.361035904455954,101.20408163265306,101.20408163265306,0.0,82.0204081632653,82.0204081632653,0.0,1051.5555555555557,1399.0,199.60217378019152,816.0,1260.0,259.73832986296037,1000.3333333333334,1275.0,237.16977041773262,1614.4444444444443,1976.0,222.1390955635179,907.3333333333334,1308.0,274.30229674576185,14.299999999999999,16.5,1.095445115010333,70.03333333333333,78.3,6.472827820975931,1.1306555555555555,1.1716,0.029064717059998635,0,4,0,1.846938775510204,1.900765306122449,0.8624999999999999,6.016666666666667,6.479166666666667,2.345833333333333,101.20408163265306,105.07397959183673,62.375,82.0204081632653,83.16156462585035,65.02083333333333
2004-04-24,2.0416666666666665,3.5,0.8021257988005679,10.454166666666667,19.4,4.7197991083507365,114.04166666666667,188.0,42.0811629516381,90.97916666666667,134.0,22.070282580619704,1240.7916666666667,1567.0,183.45760774789284,976.3333333333334,1280.0,183.50848023685603,840.8333333333334,1157.0,145.80978277750498,1667.5416666666667,1970.0,175.265755767998,1119.2083333333333,1502.0,285.40588628746997,20.083333333333332,27.5,5.349495438756384,48.520833333333336,79.7,14.636315144683541,1.0794291666666667,1.2953,0.10834772315244484,5,4,1,2.696793002915452,0.653061224489796,1.900765306122449,15.461904761904762,7.8,6.479166666666667,165.30903790087464,60.795918367346935,105.07397959183673,109.68804664723032,59.9795918367347,83.16156462585035
2004-04-25,1.2249999999999999,2.8,0.6771102280054299,4.129166666666666,13.0,3.1587668434081193,66.83333333333333,133.0,31.68275716299444,63.166666666666664,101.0,21.406351488704725,916.4583333333334,1169.0,105.85797670409191,695.125,1083.0,157.84260528601993,1274.3333333333333,1783.0,237.4496132668565,1267.2916666666667,1654.0,139.38575785478815,514.2083333333334,955.0,199.55449929381646,15.625,20.2,2.632943467746283,41.19583333333333,66.8,12.695582222608554,0.700525,0.9455,0.10986443523922913,6,4,1,2.0416666666666665,2.696793002915452,1.846938775510204,10.454166666666667,15.461904761904762,6.016666666666667,114.04166666666667,165.30903790087464,101.20408163265306,90.97916666666667,109.68804664723032,82.0204081632653
2004-04-26,1.4479166666666667,3.2,0.779838217149901,5.808333333333334,13.9,3.50476900766676,83.9375,147.0,39.7924814014778,74.95833333333333,119.0,27.748057772480717,958.0833333333334,1181.0,113.25151565034983,778.5833333333334,1114.0,175.1563070062223,1143.25,1826.0,273.96481049818107,1367.5416666666667,1685.0,155.395702242251,650.75,1032.0,203.33229389137978,16.795833333333334,20.7,2.37074179670977,38.55833333333333,45.5,5.255631899844839,0.7247291666666666,0.7602,0.028105971501764058,0,4,0,1.2249999999999999,2.0416666666666665,1.8469387755102042,4.129166666666666,10.454166666666667,7.055555555555555,66.83333333333333,114.04166666666667,101.20408163265306,63.166666666666664,90.97916666666667,82.0204081632653
